id,function,field,semantic_similarity,bleu,completeness,f1_score,sbc
F012,ReadUserInfo,constraint,0.5272695422172546,0.016234136350505617,0.1875,0.20689655172413793,0.4082
F013,SearchUserByFirstName,trigger,0.8258534073829651,0.05663652003998358,0.4,0.4324324324324324,0.6638
F013,SearchUserByFirstName,action,0.7677414417266846,0.04210342677962676,0.34782608695652173,0.3902439024390244,0.6112
F013,SearchUserByFirstName,effect,0.7705723643302917,0.047179040059980894,0.4090909090909091,0.45,0.6259
F013,SearchUserByFirstName,constraint,0.5716171264648438,0.007530094129003774,0.1,0.12903225806451613,0.4209
F014,SearchUserByID,trigger,0.8423066735267639,0.07786777655685517,0.5,0.4,0.6974
F014,SearchUserByID,action,0.7477249503135681,0.05735216276640982,0.4444444444444444,0.5333333333333333,0.618
F014,SearchUserByID,effect,0.7386847138404846,0.11755356818076446,0.4,0.4571428571428572,0.6088
F014,SearchUserByID,constraint,0.7348934412002563,0.058617925317826024,0.47368421052631576,0.5142857142857142,0.615
F015,AddNewUser,trigger,0.7759382724761963,0.1250076305588977,0.7,0.5833333333333334,0.6957
F015,AddNewUser,action,0.7515605688095093,0.04694388695906824,0.35,0.4666666666666667,0.6008
F015,AddNewUser,effect,0.8079978823661804,0.08910017878980071,0.6666666666666666,0.6153846153846153,0.7078
F015,AddNewUser,constraint,0.5707970261573792,0.012127090711478472,0.10526315789473684,0.12903225806451615,0.4218
F016,DeleteUserByID,trigger,0.7229580879211426,0.018103398973814137,0.3333333333333333,0.3636363636363636,0.5745
F016,DeleteUserByID,action,0.7431941032409668,0.0247938397078238,0.29411764705882354,0.3125,0.5815
F016,DeleteUserByID,effect,0.7787995338439941,0.07339934569877102,0.6,0.5625,0.6725
F016,DeleteUserByID,constraint,0.5040796399116516,0.009547016018886384,0.14285714285714285,0.16666666666666666,0.3824
F017,AddNewUserScreen,trigger,0.6784665584564209,0.020140540039933073,0.38461538461538464,0.4,0.5539
F017,AddNewUserScreen,action,0.7372130155563354,0.08418096944738497,0.34782608695652173,0.4571428571428571,0.594
F017,AddNewUserScreen,effect,0.677281379699707,0.19547110558576986,0.4375,0.4666666666666667,0.5811
F017,AddNewUserScreen,constraint,0.7417445182800293,0.023611887816950176,0.25,0.2926829268292683,0.5716
F018,SearchUserByFirstNameScreen,trigger,0.6248407959938049,0.031139497438282805,0.25,0.27586206896551724,0.4905
F018,SearchUserByFirstNameScreen,action,0.8180474638938904,0.030013394435730034,0.4,0.42857142857142855,0.6556
F018,SearchUserByFirstNameScreen,effect,0.8083365559577942,0.020873147225305744,0.2631578947368421,0.29411764705882354,0.6206
F018,SearchUserByFirstNameScreen,constraint,0.6240929961204529,0.027346825288150734,0.4,0.4210526315789474,0.5196
F019,SearchUserByIDScreen,trigger,0.5520042181015015,0.02286835008591421,0.3333333333333333,0.4210526315789474,0.4554
F019,SearchUserByIDScreen,action,0.7837496995925903,0.08781926532760423,0.625,0.6666666666666666,0.6824
F019,SearchUserByIDScreen,effect,0.885082483291626,0.1173021608853863,0.45454545454545453,0.5,0.7222
F019,SearchUserByIDScreen,constraint,0.5594359040260315,0.0238283138805533,0.3,0.3636363636363637,0.454
F020,DisplayUserListScreen,trigger,0.5031828880310059,0.022416933501922302,0.3,0.2727272727272727,0.4145
F020,DisplayUserListScreen,action,0.6838805675506592,0.024139010232872175,0.625,0.5,0.6061
F020,DisplayUserListScreen,effect,0.4700163006782532,0.01340082578177889,0.23076923076923078,0.20000000000000004,0.3765
F020,DisplayUserListScreen,constraint,0.7340030074119568,0.04913075348583116,0.391304347826087,0.4090909090909091,0.597
F021,DeleteUserScreen,trigger,0.6732154488563538,0.026658376817028866,0.5,0.5217391304347826,0.5739
F021,DeleteUserScreen,action,0.8591195344924927,0.254816209206472,0.75,0.7142857142857143,0.7769
F021,DeleteUserScreen,effect,0.6854547262191772,0.06783489805070002,0.6666666666666666,0.5714285714285715,0.6199
F021,DeleteUserScreen,constraint,0.7237842082977295,0.10947716364478485,0.375,0.4186046511627907,0.5926
F022,UserManagementMenu,trigger,0.9609224796295166,0.3155984539112945,0.7142857142857143,0.6666666666666666,0.8471
F022,UserManagementMenu,action,0.7628320455551147,0.05683368146761054,0.3684210526315789,0.3888888888888889,0.6134
F022,UserManagementMenu,effect,0.6517638564109802,0.03201406061582137,0.4,0.38709677419354843,0.5394
F022,UserManagementMenu,constraint,0.5877965092658997,0.009223993965957964,0.13636363636363635,0.16216216216216214,0.4397
F023,DisplayRoomCard,trigger,0.5754207372665405,0.33507040795147514,0.9090909090909091,0.7407407407407406,0.6181
F023,DisplayRoomCard,action,0.8412455916404724,0.1562404150564173,0.625,0.6,0.7295
F023,DisplayRoomCard,effect,0.816620945930481,0.044036512708968543,0.4117647058823529,0.4666666666666667,0.6584
F023,DisplayRoomCard,constraint,0.8079411387443542,0.013596634387289886,0.3125,0.29411764705882354,0.6294
F024,ReadRoomInfo,trigger,0.8074046969413757,0.04686808185675222,0.6153846153846154,0.64,0.6929
F024,ReadRoomInfo,action,0.7748173475265503,0.19337779517856882,0.6666666666666666,0.7,0.695
F024,ReadRoomInfo,effect,0.7085834741592407,0.08968235248346601,0.5714285714285714,0.4210526315789474,0.6193
F024,ReadRoomInfo,constraint,0.5649458765983582,0.04593981011866282,0.2857142857142857,0.34285714285714286,0.4572
F025,SearchRoomByID,trigger,0.7227399349212646,0.06468490584192432,0.5555555555555556,0.4166666666666667,0.6235
F025,SearchRoomByID,action,0.5967709422111511,0.03316612678087123,0.3157894736842105,0.35294117647058826,0.4842
F025,SearchRoomByID,effect,0.6669639348983765,0.015138514598766055,0.23076923076923078,0.21428571428571427,0.5145
F025,SearchRoomByID,constraint,0.6523991227149963,0.1592838323339859,0.42105263157894735,0.48484848484848486,0.5568
F026,AddNewRoom,trigger,0.8715572953224182,0.2460137257692754,0.7777777777777778,0.6086956521739131,0.7902
F026,AddNewRoom,action,0.8871234059333801,0.2780338194422754,0.75,0.6521739130434783,0.7988
F026,AddNewRoom,effect,0.7810248732566833,0.05538696232597745,0.6153846153846154,0.5333333333333333,0.6753
F026,AddNewRoom,constraint,0.5542925596237183,0.009985505042726254,0.09523809523809523,0.12121212121212123,0.4081
F027,SearchRoomByName,trigger,0.7910826802253723,0.03798229226827674,0.5,0.41666666666666663,0.6576
F027,SearchRoomByName,action,0.8591738939285278,0.42017826642658146,0.625,0.6896551724137931,0.7684
F027,SearchRoomByName,effect,0.795922040939331,0.11856660123276004,0.42857142857142855,0.36363636363636365,0.6547
F027,SearchRoomByName,constraint,0.8275327682495117,0.024284293616772427,0.4090909090909091,0.45,0.6635
F028,DeleteRoomByID,trigger,0.8744317293167114,0.2547001422654908,0.625,0.6666666666666666,0.7626
F028,DeleteRoomByID,action,0.8151012063026428,0.038932261865395716,0.6666666666666666,0.5714285714285715,0.7078
F028,DeleteRoomByID,effect,0.6960456371307373,0.0745932224853342,0.5333333333333333,0.5161290322580646,0.6014
F028,DeleteRoomByID,constraint,0.5573513507843018,0.012817749512462208,0.2777777777777778,0.31250000000000006,0.447
F029,AddNewRoomScreen,trigger,0.9422093033790588,0.23397625978961173,0.8181818181818182,0.7500000000000001,0.8466
F029,AddNewRoomScreen,action,0.7985984086990356,0.09284622970425664,0.5789473684210527,0.6285714285714286,0.6841
F029,AddNewRoomScreen,effect,0.7233261466026306,0.08575148078150818,0.5333333333333333,0.5517241379310344,0.6216
F029,AddNewRoomScreen,constraint,0.7441455721855164,0.037718412407426835,0.5,0.5625000000000001,0.6247
F030,SearchRoomByNameScreen,trigger,0.6761762499809265,0.0864638926009796,0.38461538461538464,0.4545454545454546,0.5589
F030,SearchRoomByNameScreen,action,0.8356958627700806,0.06092101643021892,0.35294117647058826,0.37500000000000006,0.6617
F030,SearchRoomByNameScreen,effect,0.522628903388977,0.026920508809559315,0.25,0.21428571428571427,0.4185
F030,SearchRoomByNameScreen,constraint,0.6796054840087891,0.0122858765681624,0.13333333333333333,0.14814814814814814,0.5036
F031,SearchRoomByIDScreen,trigger,0.6596314907073975,0.09568802664841457,0.45454545454545453,0.5,0.5622
F031,SearchRoomByIDScreen,action,0.8181396722793579,0.08691073685908533,0.5384615384615384,0.5185185185185186,0.6891
F031,SearchRoomByIDScreen,effect,0.8865848779678345,0.06607677554655543,0.4666666666666667,0.4666666666666667,0.7206
F031,SearchRoomByIDScreen,constraint,0.5990853905677795,0.1240755029749901,0.38095238095238093,0.47058823529411764,0.508
F032,DisplayRoomListScreen,trigger,0.5645015835762024,0.019920427051171676,0.3333333333333333,0.3571428571428571,0.4638
F032,DisplayRoomListScreen,action,0.8150560259819031,0.16851733356647097,0.75,0.5,0.7374
F032,DisplayRoomListScreen,effect,0.7564818859100342,0.15485272821925558,0.625,0.625,0.67
F032,DisplayRoomListScreen,constraint,0.74458247423172,0.03182084684007777,0.5,0.4864864864864865,0.6244
F033,DeleteRoomScreen,trigger,0.7653541564941406,0.06104735835807846,0.7,0.7,0.6819
F033,DeleteRoomScreen,action,0.8480523228645325,0.3042060837668054,0.7333333333333333,0.6875,0.7707
F033,DeleteRoomScreen,effect,0.6822437047958374,0.07629273292796578,0.6923076923076923,0.5625,0.6237
F033,DeleteRoomScreen,constraint,0.6723204255104065,0.032709344708772174,0.3076923076923077,0.29629629629629634,0.5354
F034,CheckRoomAvailabilityScreen,trigger,0.879962146282196,0.5401725898595141,1.0,0.7586206896551725,0.87
F034,CheckRoomAvailabilityScreen,action,0.6919541358947754,0.021500003802814183,0.5,0.41025641025641024,0.5865
F034,CheckRoomAvailabilityScreen,effect,0.6962030529975891,0.015226277779914149,0.38461538461538464,0.3125,0.5658
F034,CheckRoomAvailabilityScreen,constraint,0.619561493396759,0.026914406888417022,0.2222222222222222,0.2424242424242424,0.4808
F035,RoomManagementMenu,trigger,0.633967936038971,0.03460149305061944,0.3076923076923077,0.3636363636363637,0.5088
F035,RoomManagementMenu,action,0.7512068748474121,0.0014626213273898174,0.24,0.34285714285714286,0.574
F035,RoomManagementMenu,effect,0.7603482007980347,0.009337534921653758,0.3333333333333333,0.25641025641025644,0.5998
F035,RoomManagementMenu,constraint,0.5815876126289368,0.002773458019029092,0.14285714285714285,0.2,0.436
F036,DisplayReservationCard,trigger,0.6622939109802246,0.014216645907653848,0.2727272727272727,0.2222222222222222,0.5196
F036,DisplayReservationCard,action,0.7477663159370422,0.014073801795363773,0.22727272727272727,0.29411764705882354,0.5703
F036,DisplayReservationCard,effect,0.6096441149711609,0.015138514598766055,0.2727272727272727,0.23076923076923075,0.4828
F036,DisplayReservationCard,constraint,0.7607254981994629,0.0612957497932821,0.5454545454545454,0.5217391304347826,0.6477
F037,SearchReservationByID,trigger,0.8098688721656799,0.04841524713034601,0.5384615384615384,0.5185185185185186,0.6794
F037,SearchReservationByID,action,0.7854406237602234,0.049173969128247313,0.4,0.5,0.6347
F037,SearchReservationByID,effect,0.7979321479797363,0.02894419975432896,0.35294117647058826,0.42857142857142855,0.632
F037,SearchReservationByID,constraint,0.6418352723121643,0.009370093165114196,0.25,0.3125,0.5002
F038,DeleteReservationByID,trigger,0.863014280796051,0.23961829057131984,0.6,0.5,0.7481
F038,DeleteReservationByID,action,0.8359506726264954,0.12991916506579942,0.5625,0.47368421052631576,0.7107
F038,DeleteReservationByID,effect,0.6543357968330383,0.44441837360913394,0.7142857142857143,0.6666666666666666,0.6453
F038,DeleteReservationByID,constraint,0.588111400604248,0.011038121891264083,0.3333333333333333,0.36842105263157887,0.4794
F039,ReadReservationPeriod,trigger,0.8009239435195923,0.038467339089060075,0.4666666666666667,0.4827586206896552,0.6578
F039,ReadReservationPeriod,action,0.627140462398529,0.21908920773861065,0.42105263157894735,0.47058823529411764,0.5451
F039,ReadReservationPeriod,effect,0.8162054419517517,0.20901491587909768,0.5,0.588235294117647,0.6922
F039,ReadReservationPeriod,constraint,0.7658138871192932,0.02975356141761072,0.3888888888888889,0.3888888888888889,0.6168
F040,ReadReservationInfo,trigger,0.5992454886436462,0.010218289380194194,0.1875,0.23076923076923075,0.458
F040,ReadReservationInfo,action,0.7974849343299866,0.06781226508216945,0.2894736842105263,0.3928571428571429,0.6229
F040,ReadReservationInfo,effect,0.6378005743026733,0.03712545668864282,0.3181818181818182,0.4242424242424242,0.5138
F040,ReadReservationInfo,constraint,0.8427569270133972,0.1357661554767375,0.375,0.4615384615384615,0.6785
F041,AddNewReservation,trigger,0.8886895775794983,0.1892240568795935,0.6,0.5,0.761
F041,AddNewReservation,action,0.7727808952331543,0.08413208087777849,0.3181818181818182,0.4375,0.613
F041,AddNewReservation,effect,0.8853801488876343,0.33649324423301513,0.9166666666666666,0.9166666666666666,0.8367
F041,AddNewReservation,constraint,0.8253124356269836,0.050991198033964236,0.41379310344827586,0.4897959183673469,0.6656
F042,AddNewReservationScreen,trigger,0.8032082319259644,0.28225233433824526,0.5333333333333333,0.5714285714285715,0.6971
F042,AddNewReservationScreen,action,0.7071233987808228,0.0036398122234787412,0.21621621621621623,0.29629629629629634,0.5386
F042,AddNewReservationScreen,effect,0.696421205997467,0.08910017878980071,0.5384615384615384,0.5185185185185186,0.6041
F042,AddNewReservationScreen,constraint,0.7757278680801392,0.008902558035188909,0.2962962962962963,0.3333333333333333,0.6032
F043,DeleteReservationScreen,trigger,0.648245096206665,0.08959792157948086,0.3333333333333333,0.4,0.5294
F043,DeleteReservationScreen,action,0.7134175300598145,0.00783555822990472,0.2916666666666667,0.4057971014492754,0.5585
F043,DeleteReservationScreen,effect,0.7938076257705688,0.3082642374230144,0.7857142857142857,0.6470588235294117,0.7436
F043,DeleteReservationScreen,constraint,0.500507116317749,0.0029362007052933323,0.13793103448275862,0.18604651162790697,0.3782
F044,DisplayReservationsScreen,trigger,0.63259357213974,0.019229913610012243,0.16666666666666666,0.2105263157894737,0.4781
F044,DisplayReservationsScreen,action,0.7268789410591125,0.014411031965922009,0.24390243902439024,0.3333333333333333,0.559
F044,DisplayReservationsScreen,effect,0.6512303948402405,0.016789125215525624,0.42857142857142855,0.30769230769230765,0.5433
F044,DisplayReservationsScreen,constraint,0.702528715133667,0.1378592993183041,0.3888888888888889,0.37837837837837834,0.5833
F045,SwapReservationData,trigger,0.8962857723236084,0.3384085449126476,0.5,0.5555555555555556,0.7612
F045,SwapReservationData,action,0.7354238033294678,0.021881347858307934,0.3023255813953488,0.41935483870967744,0.5774
F045,SwapReservationData,effect,0.7537568807601929,0.4089601472043678,0.7,0.6666666666666666,0.7085
F045,SwapReservationData,constraint,0.6884239315986633,0.11004084238323544,0.3,0.2608695652173913,0.5529
F046,SortReservationsByDate,trigger,0.8257363438606262,0.06183522915385178,0.3333333333333333,0.3333333333333333,0.6509
F046,SortReservationsByDate,action,0.8394420146942139,0.04039336705731912,0.3157894736842105,0.4067796610169492,0.6548
F046,SortReservationsByDate,effect,0.7383894920349121,0.04411629359322707,0.3333333333333333,0.3,0.588
F046,SortReservationsByDate,constraint,0.6064794659614563,0.0033585974740378624,0.06060606060606061,0.07692307692307693,0.437
F047,SortReservationsByDateScreen,trigger,0.6414947509765625,0.012888648678772438,0.16666666666666666,0.1935483870967742,0.4837
F047,SortReservationsByDateScreen,action,0.6219837069511414,0.0037077815812028513,0.18181818181818182,0.2711864406779661,0.4721
F047,SortReservationsByDateScreen,effect,0.6930307745933533,0.2749977595322415,0.5,0.4827586206896552,0.6126
F047,SortReservationsByDateScreen,constraint,0.7342045307159424,0.00897834737749666,0.17391304347826086,0.2105263157894737,0.5496
F048,ReservationManagementMenu,trigger,0.8045809864997864,0.052889174977532406,0.5384615384615384,0.6363636363636364,0.6762
F048,ReservationManagementMenu,action,0.6087162494659424,3.965406470265281e-05,0.12727272727272726,0.2153846153846154,0.4516
F048,ReservationManagementMenu,effect,0.8812679052352905,0.015821285888349267,0.5789473684210527,0.5945945945945946,0.7343
F048,ReservationManagementMenu,constraint,0.550693690776825,0.0018767009885271673,0.13513513513513514,0.19607843137254902,0.4127
