id,function,field,ref,gen,ref_tokens,gen_tokens,semantic_similarity,bleu,completeness,f1_score,sbc
F003,ReadIntBetween,effect,指定された範囲内の整数値のみを安全に取得できる,ユーザーが指定された範囲内の整数を入力するまで、再入力を促す。,指定 さ れ た 範囲 内 の 整数 値 のみ を 安全 に 取得 できる,ユーザー が 指定 さ れ た 範囲 内 の 整数 を 入力 する まで 、 再 入力 を 促す 。,0.6007448434829712,0.35705835125873997,0.6,0.5454545454545454,0.5762
F003,ReadIntBetween,constraint,ユーザーが不正な値を入力した場合はその都度再入力を促す,"入力された整数は、指定された範囲 [from, to] 内でなければならない。",ユーザー が 不正 な 値 を 入力 し た 場合 は その 都度 再 入力 を 促す,"入力 さ れ た 整数 は 、 指定 さ れ た 範囲   [ from ,   to ]   内 で なけれ ば なら ない 。",0.6344152092933655,0.009186672262412125,0.2,0.16216216216216214,0.485
F004,ReadDate,trigger,日付の入力をユーザーに求める必要があるとき,ユーザーが日付を入力する必要があるときに関数が呼び出されます。,日付 の 入力 を ユーザー に 求める 必要 が ある とき,ユーザー が 日付 を 入力 する 必要 が ある とき に 関数 が 呼び出さ れ ます 。,0.8049712777137756,0.17534823156623092,0.8181818181818182,0.6923076923076923,0.7447
F004,ReadDate,action,指定されたメッセージを表示し、日・月・年の3つの数値を標準入力から取得して構造体に格納する,関数は指定されたメッセージを表示し、ユーザーから年、月、日を入力として受け取ります。,指定 さ れ た メッセージ を 表示 し 、 日 ・ 月 ・ 年 の 3 つ の 数値 を 標準 入力 から 取得 し て 構造 体 に 格納 する,関数 は 指定 さ れ た メッセージ を 表示 し 、 ユーザー から 年 、 月 、 日 を 入力 として 受け取り ます 。,0.7604479193687439,0.28845712954906627,0.5185185185185185,0.5833333333333334,0.6649
F004,ReadDate,effect,ユーザーが入力した日付情報を1つの構造体として取得できる,入力された日付が構造体stDateに格納され、関数から返されます。,ユーザー が 入力 し た 日付 情報 を 1 つ の 構造 体 として 取得 できる,入力 さ れ た 日付 が 構造 体 stDate に 格納 さ れ 、 関数 から 返さ れ ます 。,0.6941118240356445,0.03187271473320672,0.375,0.3636363636363636,0.5641
F004,ReadDate,constraint,入力値の妥当性(日付の正しさ)はこの関数では検証されない,ユーザーは年、月、日を整数として正しく入力する必要があります。,入力 値 の 妥当 性 ( 日付 の 正し さ ) は この 関数 で は 検証 さ れ ない,ユーザー は 年 、 月 、 日 を 整数 として 正しく 入力 する 必要 が あり ます 。,0.5777890086174011,0.011495275638768601,0.11764705882352941,0.11764705882352941,0.4291
F005,ReadTime,trigger,ユーザーに時間(時・分)の入力を求める必要があるとき,ユーザーが時間の入力を求められるメッセージを受け取るとき。,ユーザー に 時間 ( 時 ・ 分 ) の 入力 を 求める 必要 が ある とき,ユーザー が 時間 の 入力 を 求め られる メッセージ を 受け取る とき 。,0.823917031288147,0.07545375968371165,0.4375,0.5,0.6718
F005,ReadTime,action,指定されたメッセージを表示し、時刻(時・分)を標準入力から読み取って構造体に格納する,ユーザーが標準入力を通じて時間(時と分)を入力する。,指定 さ れ た メッセージ を 表示 し 、 時刻 ( 時 ・ 分 ) を 標準 入力 から 読み取っ て 構造 体 に 格納 する,ユーザー が 標準 入力 を通じて 時間 ( 時 と 分 ) を 入力 する 。,0.7355576157569885,0.047749508019087276,0.32,0.41025641025641024,0.5837
F005,ReadTime,effect,ユーザーが入力した時刻情報を1つの構造体として取得できる,入力された時間がstTime構造体に格納され、関数から返される。,ユーザー が 入力 し た 時刻 情報 を 1 つ の 構造 体 として 取得 できる,入力 さ れ た 時間 が stTime 構造 体 に 格納 さ れ 、 関数 から 返さ れる 。,0.6304263472557068,0.027076576267554473,0.3125,0.30303030303030304,0.5065
F005,ReadTime,constraint,時間の範囲(例:0〜23時など)の妥当性はこの関数内では検証されない,入力は整数値であり、時と分の形式で提供されなければならない。,時間 の 範囲 ( 例 : 0 〜 23 時 など ) の 妥当 性 は この 関数 内 で は 検証 さ れ ない,入力 は 整数 値 で あり 、 時 と 分 の 形式 で 提供 さ れ なけれ ば なら ない 。,0.5614210367202759,0.02183900775077412,0.30434782608695654,0.3255813953488372,0.456
F006,IsDate1BeforeDate2,trigger,2つの日付の前後関係を比較したいとき,2つの日付が関数に渡されたとき,2 つ の 日付 の 前後 関係 を 比較 し たい とき,2 つ の 日付 が 関数 に 渡さ れ た とき,0.8297215104103088,0.22652581507881553,0.45454545454545453,0.45454545454545453,0.6944
F006,IsDate1BeforeDate2,action,年・月・日の順に、Date1 が Date2 より前かどうかを比較する,最初の日付と2番目の日付を年、月、日の順に比較する,年 ・ 月 ・ 日 の 順 に 、 Date 1   が   Date 2   より 前 か どう か を 比較 する,最初 の 日付 と 2 番目 の 日付 を 年 、 月 、 日 の 順 に 比較 する,0.7961024641990662,0.12788696758917453,0.55,0.6285714285714286,0.6801
F006,IsDate1BeforeDate2,effect,Date1 が Date2 より前なら true、そうでなければ false を返す,最初の日付が2番目の日付よりも前である場合にtrueを返す,Date 1   が   Date 2   より 前 なら   true 、 そう で なけれ ば   false   を 返す,最初 の 日付 が 2 番目 の 日付 より も 前 で ある 場合 に true を 返す,0.6689574718475342,0.02447101445789074,0.47058823529411764,0.48484848484848486,0.5648
F006,IsDate1BeforeDate2,constraint,日付の正当性(存在する日付かどうか)は前提として与えられている必要がある,年、月、日が同じ場合はfalseを返す,日付 の 正当 性 ( 存在 する 日付 か どう か ) は 前提 として 与え られ て いる 必要 が ある,年 、 月 、 日 が 同じ 場合 は false を 返す,0.6024712920188904,0.008803215238933213,0.1,0.12903225806451613,0.4426
F007,IsTime1BeforeTime2,trigger,2つの時刻の前後関係を比較したいとき,Time1とTime2の時間を比較する必要があるときに関数が呼び出されます。,2 つ の 時刻 の 前後 関係 を 比較 し たい とき,Time 1 と Time 2 の 時間 を 比較 する 必要 が ある とき に 関数 が 呼び出さ れ ます 。,0.7449662089347839,0.024289783953423513,0.45454545454545453,0.3333333333333333,0.6148
F007,IsTime1BeforeTime2,action,時・分の順に、Time1 が Time2 より前かどうかを比較する,Time1の時間(Hour)と分(Minute)をTime2と比較します。,時 ・ 分の 順 に 、 Time 1   が   Time 2   より 前 か どう か を 比較 する,Time 1 の 時間 ( Hour ) と 分 ( Minute ) を Time 2 と 比較 し ます 。,0.7971452474594116,0.028839624904991455,0.2777777777777778,0.29411764705882354,0.6164
F007,IsTime1BeforeTime2,effect,Time1 が Time2 より前なら true、そうでなければ false を返す,Time1がTime2よりも前の時間である場合にtrueを返します。,Time 1   が   Time 2   より 前 なら   true 、 そう で なけれ ば   false   を 返す,Time 1 が Time 2 より も 前 の 時間 で ある 場合 に true を 返し ます 。,0.8173441290855408,0.031022609713680347,0.5294117647058824,0.5142857142857143,0.6811
F007,IsTime1BeforeTime2,constraint,時刻が有効な値として与えられている前提で処理される(例:24時60分などの検証は行わない),Time1とTime2は有効な時間形式である必要があります。,時刻 が 有効 な 値 として 与え られ て いる 前提 で 処理 さ れる ( 例 : 24 時 60 分 など の 検証 は 行わ ない ),Time 1 と Time 2 は 有効 な 時間 形式 で ある 必要 が あり ます 。,0.6209552884101868,0.015100267492500341,0.1724137931034483,0.22222222222222224,0.4707
F008,ExitScreen,trigger,プログラムの終了時にメッセージを表示したいとき,プログラムの終了時に呼び出される。,プログラム の 終了 時 に メッセージ を 表示 し たい とき,プログラム の 終了 時 に 呼び出さ れる 。,0.8294568657875061,0.355310106137518,0.45454545454545453,0.5263157894736842,0.7071
F008,ExitScreen,action,画面をクリアし、プロジェクト完了のメッセージと作成者情報を装飾付きで表示する,画面をクリアし、終了メッセージと作成者情報を表示する。,画面 を クリア し 、 プロジェクト 完了 の メッセージ と 作成 者 情報 を 装飾 付き で 表示 する,画面 を クリア し 、 終了 メッセージ と 作成 者 情報 を 表示 する 。,0.844203770160675,0.46757901748754266,0.6666666666666666,0.75,0.771
F008,ExitScreen,effect,ユーザーにプログラムが正常に終了したことと開発者情報が伝わる,ユーザーにプログラムの終了と作成者情報が視覚的に伝わる。,ユーザー に プログラム が 正常 に 終了 し た こと と 開発 者 情報 が 伝わる,ユーザー に プログラム の 終了 と 作成 者 情報 が 視覚 的 に 伝わる 。,0.9143286347389221,0.1169455115701007,0.6428571428571429,0.6428571428571429,0.7803
F008,ExitScreen,constraint,表示内容は固定で、動的な変更はできない,画面クリアにはWindows環境でのみ有効な`system(\,表示 内容 は 固定 で 、 動的 な 変更 は でき ない,画面 クリア に は Windows 環境 で のみ 有効 な ` system (\,0.6800256967544556,0.020448007360218394,0.2727272727272727,0.24999999999999994,0.5326
F009,MainMenu,trigger,プログラム起動時に主要な操作をユーザーに選ばせたいとき,ユーザーがメインメニューを開くとき。,プログラム 起動 時 に 主要 な 操作 を ユーザー に 選ば せ たい とき,ユーザー が メイン メニュー を 開く とき 。,0.4574178159236908,0.017267606045625942,0.23076923076923078,0.2857142857142857,0.3681
F009,MainMenu,action,ユーザー・会議室・予約管理の各サブメニューを選択肢として表示し、対応する処理に遷移させる,メインメニューを表示し、ユーザーの選択を受け取る。,ユーザー ・ 会議 室 ・ 予約 管理 の 各 サブ メニュー を 選択肢 として 表示 し 、 対応 する 処理 に 遷移 さ せる,メイン メニュー を 表示 し 、 ユーザー の 選択 を 受け取る 。,0.7402698993682861,0.042418590313448135,0.30434782608695654,0.411764705882353,0.5833
F009,MainMenu,effect,ユーザーはメニューから目的の管理操作に移動できる,ユーザーの選択に基づいて、対応する管理メニュー関数が呼び出される。,ユーザー は メニュー から 目的 の 管理 操作 に 移動 できる,ユーザー の 選択 に 基づい て 、 対応 する 管理 メニュー 関数 が 呼び出さ れる 。,0.7211224436759949,0.01839381624963888,0.45454545454545453,0.3703703703703703,0.5975
F009,MainMenu,constraint,有効な選択肢(1〜4)以外を入力した場合は再入力が求められる,ユーザーの選択は1から4の範囲でなければならない。,有効 な 選択肢 ( 1 〜 4 ) 以外 を 入力 し た 場合 は 再 入力 が 求め られる,ユーザー の 選択 は 1 から 4 の 範囲 で なけれ ば なら ない 。,0.5890180468559265,0.012464633492045013,0.15789473684210525,0.18181818181818182,0.4451
F010,main,trigger,プログラムが実行されたとき(エントリーポイント),プログラムが開始されると、main関数が呼び出される。,プログラム が 実行 さ れ た とき ( エントリー ポイント ),プログラム が 開始 さ れる と 、 main 関数 が 呼び出さ れる 。,0.5648595094680786,0.036362270465000714,0.2727272727272727,0.2727272727272727,0.4536
F010,main,action,メインメニュー関数 MainMenu を呼び出し、ユーザーの操作を受け付ける,MainMenu関数を呼び出す。,メイン メニュー 関数   MainMenu   を 呼び出し 、 ユーザー の 操作 を 受け付ける,MainMenu 関数 を 呼び出す 。,0.6783604025840759,0.011688396478408102,0.25,0.35294117647058826,0.526
F010,main,effect,ユーザーによる管理操作ができる状態でプログラムが起動する,メインメニューが表示され、プログラムが終了する。,ユーザー による 管理 操作 が できる 状態 で プログラム が 起動 する,メイン メニュー が 表示 さ れ 、 プログラム が 終了 する 。,0.6638283729553223,0.0428361950754725,0.2727272727272727,0.2727272727272727,0.5235
F010,main,constraint,メニュー終了後に正常終了コード(0)を返すだけで他の処理は行わない,main関数はMainMenu関数を呼び出した後、何もせずに終了する。,メニュー 終了 後 に 正常 終了 コード ( 0 ) を 返す だけ で 他 の 処理 は 行わ ない,main 関数 は MainMenu 関数 を 呼び出し た 後 、 何 も せ ず に 終了 する 。,0.6898640394210815,0.014454543871607488,0.2631578947368421,0.27777777777777773,0.537
F011,DisplayUserCard,trigger,ユーザー情報を画面に表示したいとき,ユーザー構造体のポインタが関数に渡されるとき。,ユーザー 情報 を 画面 に 表示 し たい とき,ユーザー 構造 体 の ポインタ が 関数 に 渡さ れる とき 。,0.5638148188591003,0.022416933501922302,0.3333333333333333,0.28571428571428575,0.4636
F011,DisplayUserCard,action,指定されたユーザー構造体からID・氏名情報を取り出し、整形して出力する,ユーザーのID、名前、姓をフォーマットしてコンソールに表示する。,指定 さ れ た ユーザー 構造 体 から ID ・ 氏名 情報 を 取り出し 、 整形 し て 出力 する,ユーザー の ID 、 名前 、 姓 を フォーマット し て コンソール に 表示 する 。,0.7058085203170776,0.027709598437053617,0.35,0.4,0.5668
F011,DisplayUserCard,effect,個別ユーザーの基本情報がコンソール上に見やすく表示される,コンソールにユーザーの情報が整然と表示される。,個別 ユーザー の 基本 情報 が コンソール 上 に 見やすく 表示 さ れる,コンソール に ユーザー の 情報 が 整然と 表示 さ れる 。,0.7527849078178406,0.12173955129903105,0.6923076923076923,0.7500000000000001,0.6776
F011,DisplayUserCard,constraint,引数として有効なユーザー情報が与えられている必要がある(NULLチェックなし),ユーザー構造体のポインタが有効であり、ID、名前、姓が適切に設定されている必要がある。,引数 として 有効 な ユーザー 情報 が 与え られ て いる 必要 が ある ( NULL チェック なし ),ユーザー 構造 体 の ポインタ が 有効 で あり 、 ID 、 名前 、 姓 が 適切 に 設定 さ れ て いる 必要 が ある 。,0.7301169037818909,0.14611783090145075,0.3888888888888889,0.34146341463414637,0.6035
F012,ReadUserInfo,trigger,新しいユーザー情報を登録するために、ID・名前をユーザーから取得したいとき,ユーザーがユーザー情報の入力を求められたとき。,新しい ユーザー 情報 を 登録 する ため に 、 ID ・ 名前 を ユーザー から 取得 し たい とき,ユーザー が ユーザー 情報 の 入力 を 求め られ た とき 。,0.7768812775611877,0.025275510917163426,0.23529411764705882,0.2857142857142857,0.5934
F012,ReadUserInfo,action,標準入力からユーザーのID・名・姓を受け取り、構造体に格納する,ユーザーがID、名前、苗字を入力する。,標準 入力 から ユーザー の ID ・ 名 ・ 姓 を 受け取り 、 構造 体 に 格納 する,ユーザー が ID 、 名前 、 苗字 を 入力 する 。,0.6440344452857971,0.015613033855554424,0.35294117647058826,0.4444444444444445,0.523
F012,ReadUserInfo,effect,ユーザー情報構造体が適切に初期化・設定され、後続処理で使用可能となる,入力された情報がUserPtr構造体のメンバーに格納される。,ユーザー 情報 構造 体 が 適切 に 初期 化 ・ 設定 さ れ 、 後続 処理 で 使用 可能 と なる,入力 さ れ た 情報 が UserPtr 構造 体 の メンバー に 格納 さ れる 。,0.6914310455322266,0.030955963499059585,0.3333333333333333,0.3888888888888889,0.5538
F012,ReadUserInfo,constraint,構造体のメモリ確保は呼び出し元で事前に行われている前提,IDは0から9999の範囲でなければならない。,構造 体 の メモリ 確保 は 呼び出し 元 で 事前 に 行わ れ て いる 前提,ID は 0 から 9999 の 範囲 で なけれ ば なら ない 。,0.5272695422172546,0.016234136350505617,0.1875,0.20689655172413793,0.4082
F013,SearchUserByFirstName,trigger,ユーザー一覧から、指定した名(First Name)で一致するユーザーを検索したいとき,ユーザーリストの探索を開始する。,ユーザー 一覧 から 、 指定 し た 名 ( First   Name ) で 一致 する ユーザー を 検索 し たい とき,ユーザー リスト の 探索 を 開始 する 。,0.6757141351699829,0.006352397262433491,0.15,0.21428571428571425,0.5036
F013,SearchUserByFirstName,action,線形リストを先頭から走査し、名が一致するユーザーが見つかればその情報を表示し、フラグを true に設定する,ユーザーリストを線形に探索し、指定された名前と一致するユーザーを探す。,線形 リスト を 先頭 から 走査 し 、 名 が 一致 する ユーザー が 見つかれ ば その 情報 を 表示 し 、 フラグ を   true   に 設定 する,ユーザー リスト を 線形 に 探索 し 、 指定 さ れ た 名前 と 一致 する ユーザー を 探す 。,0.7547801733016968,0.04645061850138481,0.391304347826087,0.4390243902439025,0.6113
F013,SearchUserByFirstName,effect,指定された名前に一致するユーザーの情報が表示され、検索結果の有無が呼び出し元で判定できる,一致するユーザーが見つかった場合、その情報を表示し、フラグをtrueに設定する。,指定 さ れ た 名前 に 一致 する ユーザー の 情報 が 表示 さ れ 、 検索 結果 の 有無 が 呼び出し 元 で 判定 できる,一致 する ユーザー が 見つかっ た 場合 、 その 情報 を 表示 し 、 フラグ を true に 設定 する 。,0.7579460144042969,0.0468916839404434,0.4090909090909091,0.45,0.6171
F013,SearchUserByFirstName,constraint,一致するユーザーが複数いても全件表示され、部分一致には対応していない,ユーザーリストがNULLでないことを前提とする。,一致 する ユーザー が 複数 い て も 全 件 表示 さ れ 、 部分 一致 に は 対応 し て い ない,ユーザー リスト が NULL で ない こと を 前提 と する 。,0.5838822722434998,0.009631803471199858,0.2,0.25,0.4497
F014,SearchUserByID,trigger,ユーザーIDを指定して該当ユーザーを検索したいとき,ユーザーリストから特定のIDを持つユーザーを検索する要求があるとき。,ユーザー ID を 指定 し て 該当 ユーザー を 検索 し たい とき,ユーザー リスト から 特定 の ID を 持つ ユーザー を 検索 する 要求 が ある とき 。,0.8423066735267639,0.07786777655685517,0.5,0.4,0.6974
F014,SearchUserByID,action,ユーザーリストを先頭から順に走査し、IDが一致するユーザー構造体を見つけて返す,リストの先頭から順に各ユーザーのIDを比較する。,ユーザー リスト を 先頭 から 順に 走査 し 、 ID が 一致 する ユーザー 構造 体 を 見つけ て 返す,リスト の 先頭 から 順に 各 ユーザー の ID を 比較 する 。,0.7477249503135681,0.05735216276640982,0.4444444444444444,0.5333333333333333,0.618
F014,SearchUserByID,effect,一致するユーザーが存在すればその情報を取得でき、存在しない場合は NULL が返る,指定されたIDを持つユーザーが見つかった場合、そのユーザーを返す。,一致 する ユーザー が 存在 すれ ば その 情報 を 取得 でき 、 存在 し ない 場合 は   NULL   が 返る,指定 さ れ た ID を 持つ ユーザー が 見つかっ た 場合 、 その ユーザー を 返す 。,0.7811655402183533,0.02277284496167085,0.3,0.34285714285714286,0.6091
F014,SearchUserByID,constraint,ユーザーリストが空または一致しない場合は NULL を扱う前提で呼び出す必要がある,リストの終端に達するまでにIDが一致しなければNULLを返す。,ユーザー リスト が 空 または 一致 し ない 場合 は   NULL   を 扱う 前提 で 呼び出す 必要 が ある,リスト の 終端 に 達する まで に ID が 一致 し なけれ ば NULL を 返す 。,0.6935656666755676,0.025301940259498716,0.3157894736842105,0.34285714285714286,0.5512
F015,AddNewUser,trigger,ユーザーリストに新しいユーザーを末尾に追加したいとき,新しいユーザーを追加する必要があるとき。,ユーザー リスト に 新しい ユーザー を 末尾 に 追加 し たい とき,新しい ユーザー を 追加 する 必要 が ある とき 。,0.7717781662940979,0.09717028343213063,0.5,0.5,0.65
F015,AddNewUser,action,リストが空ならそのまま新規ノードを返し、空でない場合は末尾に新しいユーザーを連結する,新しいユーザーを既存のユーザーリストの末尾に追加する。,リスト が 空 なら そのまま 新規 ノード を 返し 、 空 で ない 場合 は 末尾 に 新しい ユーザー を 連結 する,新しい ユーザー を 既存 の ユーザー リスト の 末尾 に 追加 する 。,0.7653691172599792,0.052633238435666994,0.35,0.45161290322580644,0.611
F015,AddNewUser,effect,ユーザーリストが新しいユーザーを含んだ状態に更新される,ユーザーリストに新しいユーザーが追加され、リストが更新される。,ユーザー リスト が 新しい ユーザー を 含ん だ 状態 に 更新 さ れる,ユーザー リスト に 新しい ユーザー が 追加 さ れ 、 リスト が 更新 さ れる 。,0.8916051387786865,0.10074708078532289,0.6666666666666666,0.6666666666666666,0.7675
F015,AddNewUser,constraint,NewUser の構造体は事前に初期化・確保されている必要がある,ユーザーリストが空の場合は、新しいユーザーがリストの先頭として設定される。,NewUser   の 構造 体 は 事前 に 初期 化 ・ 確保 さ れ て いる 必要 が ある,ユーザー リスト が 空 の 場合 は 、 新しい ユーザー が リスト の 先頭 として 設定 さ れる 。,0.5883708000183105,0.014400124446705301,0.21052631578947367,0.23529411764705882,0.4554
F016,DeleteUserByID,trigger,ユーザーIDを指定して対象ユーザーをリストから削除したいとき,関数が呼び出され、削除したいユーザーのIDが指定されたとき。,ユーザー ID を 指定 し て 対象 ユーザー を リスト から 削除 し たい とき,関数 が 呼び出さ れ 、 削除 し たい ユーザー の ID が 指定 さ れ た とき 。,0.7852588891983032,0.06607677554655543,0.5833333333333334,0.5,0.673
F016,DeleteUserByID,action,リストを順に走査し、IDが一致するノードを見つけてリンクを切り、メモリを解放する,リンクリストを線形探索し、指定されたIDを持つノードを見つけて削除する。,リスト を 順に 走査 し 、 ID が 一致 する ノード を 見つけ て リンク を 切り 、 メモリ を 解放 する,リンクリスト を 線形 探索 し 、 指定 さ れ た ID を 持つ ノード を 見つけ て 削除 する 。,0.7989365458488464,0.14654357858721576,0.47058823529411764,0.45714285714285713,0.668
F016,DeleteUserByID,effect,指定したユーザーがリストから削除され、新たなリストが返される,指定されたIDを持つユーザーがリンクリストから削除され、リストが更新される。,指定 し た ユーザー が リスト から 削除 さ れ 、 新た な リスト が 返さ れる,指定 さ れ た ID を 持つ ユーザー が リンクリスト から 削除 さ れ 、 リスト が 更新 さ れる 。,0.845404326915741,0.23418123261847468,0.7333333333333333,0.6875,0.7619
F016,DeleteUserByID,constraint,削除対象のユーザーが存在しない場合の動作は undefined であり、事前確認が推奨される,指定されたIDを持つノードが存在しない場合、何も削除されない。,削除 対象 の ユーザー が 存在 し ない 場合 の 動作 は   undefined   で あり 、 事前 確認 が 推奨 さ れる,指定 さ れ た ID を 持つ ノード が 存在 し ない 場合 、 何 も 削除 さ れ ない 。,0.5818267464637756,0.1657541418095921,0.38095238095238093,0.41025641025641024,0.5
F017,AddNewUserScreen,trigger,ユーザー追加メニューを表示し、ユーザーの登録処理を開始したとき,ユーザーが新しいユーザーを追加するための画面を開くとき。,ユーザー 追加 メニュー を 表示 し 、 ユーザー の 登録 処理 を 開始 し た とき,ユーザー が 新しい ユーザー を 追加 する ため の 画面 を 開く とき 。,0.6784665584564209,0.020140540039933073,0.38461538461538464,0.4,0.5539
F017,AddNewUserScreen,action,ユーザー情報を入力・構造体に格納し、既存IDと重複しないかを確認してからリストに追加する,新しいユーザーの情報を読み込み、ユーザーリストに追加する。,ユーザー 情報 を 入力 ・ 構造 体 に 格納 し 、 既存 ID と 重複 し ない か を 確認 し て から リスト に 追加 する,新しい ユーザー の 情報 を 読み込み 、 ユーザー リスト に 追加 する 。,0.7372130155563354,0.08418096944738497,0.34782608695652173,0.4571428571428571,0.594
F017,AddNewUserScreen,effect,新しいユーザーが登録されるか、重複している場合は警告が表示される,新しいユーザーがユーザーリストに追加されるか、既に存在する場合は警告が表示される。,新しい ユーザー が 登録 さ れる か 、 重複 し て いる 場合 は 警告 が 表示 さ れる,新しい ユーザー が ユーザー リスト に 追加 さ れる か 、 既に 存在 する 場合 は 警告 が 表示 さ れる 。,0.9209504723548889,0.4328015276270854,0.6875,0.6470588235294118,0.8254
F017,AddNewUserScreen,constraint,標準入力から取得したIDが既に存在していた場合は追加せず、同じ画面内で完結する,新しいユーザーのIDが既存のユーザーリストに存在しない場合にのみ追加される。,標準 入力 から 取得 し た ID が 既に 存在 し て い た 場合 は 追加 せ ず 、 同じ 画面 内 で 完結 する,新しい ユーザー の ID が 既存 の ユーザー リスト に 存在 し ない 場合 に のみ 追加 さ れる 。,0.7417445182800293,0.023611887816950176,0.25,0.2926829268292683,0.5716
F018,SearchUserByFirstNameScreen,trigger,ユーザーの名(First Name)による検索画面を表示したとき,ユーザーが名前の入力を求められる。,ユーザー の 名 ( First   Name ) による 検索 画面 を 表示 し た とき,ユーザー が 名前 の 入力 を 求め られる 。,0.6715795993804932,0.014499407975266094,0.1875,0.24000000000000005,0.5091
F018,SearchUserByFirstNameScreen,action,ユーザーに名を入力させ、その名に一致するユーザー情報を検索・表示する,ユーザーが入力した名前でユーザーリストを検索する。,ユーザー に 名 を 入力 さ せ 、 その 名 に 一致 する ユーザー 情報 を 検索 ・ 表示 する,ユーザー が 入力 し た 名前 で ユーザー リスト を 検索 する 。,0.7816324830055237,0.02523815579060117,0.3333333333333333,0.3703703703703704,0.6163
F018,SearchUserByFirstNameScreen,effect,該当ユーザーがいれば情報が表示され、いなければ『User not Found』が表示される,指定された名前を持つユーザーが見つかれば結果を表示し、見つからなければユーザーが見つからない旨を表示する。,該当 ユーザー が いれ ば 情報 が 表示 さ れ 、 い なけれ ば 『 User   not   Found 』 が 表示 さ れる,指定 さ れ た 名前 を 持つ ユーザー が 見つかれ ば 結果 を 表示 し 、 見つから なけれ ば ユーザー が 見つから ない 旨 を 表示 する 。,0.6859793066978455,0.02862659520720903,0.42105263157894735,0.4,0.5673
