id,function,field,ref,gen,ref_tokens,gen_tokens,semantic_similarity,bleu,completeness,f1_score,sbc
F003,ReadIntBetween,effect,指定された範囲内の整数値のみを安全に取得できる,ユーザーから有効な範囲内の整数が取得されます。,指定 さ れ た 範囲 内 の 整数 値 のみ を 安全 に 取得 できる,ユーザー から 有効 な 範囲 内 の 整数 が 取得 さ れ ます 。,0.6457021832466125,0.20458069164373974,0.4666666666666667,0.4827586206896552,0.5658
F003,ReadIntBetween,constraint,ユーザーが不正な値を入力した場合はその都度再入力を促す,入力される整数は指定された範囲内でなければなりません。,ユーザー が 不正 な 値 を 入力 し た 場合 は その 都度 再 入力 を 促す,入力 さ れる 整数 は 指定 さ れ た 範囲 内 で なけれ ば なり ませ ん 。,0.7041722536087036,0.014216645907653848,0.2,0.18750000000000003,0.5343
F004,ReadDate,trigger,日付の入力をユーザーに求める必要があるとき,ユーザーが日付の入力を求められたとき。,日付 の 入力 を ユーザー に 求める 必要 が ある とき,ユーザー が 日付 の 入力 を 求め られ た とき 。,0.845015287399292,0.269855346668251,0.6363636363636364,0.6363636363636364,0.7458
F004,ReadDate,action,指定されたメッセージを表示し、日・月・年の3つの数値を標準入力から取得して構造体に格納する,ユーザーから日付を入力として受け取る。,指定 さ れ た メッセージ を 表示 し 、 日 ・ 月 ・ 年 の 3 つ の 数値 を 標準 入力 から 取得 し て 構造 体 に 格納 する,ユーザー から 日付 を 入力 として 受け取る 。,0.6770463585853577,0.002062321444889459,0.1111111111111111,0.17142857142857143,0.4964
F004,ReadDate,effect,ユーザーが入力した日付情報を1つの構造体として取得できる,入力された日付が構造体として返される。,ユーザー が 入力 し た 日付 情報 を 1 つ の 構造 体 として 取得 できる,入力 さ れ た 日付 が 構造 体 として 返さ れる 。,0.7156180739402771,0.08262013232705506,0.4375,0.5,0.5967
F004,ReadDate,constraint,入力値の妥当性(日付の正しさ)はこの関数では検証されない,入力は整数として日、月、年の順で受け取られる必要がある。,入力 値 の 妥当 性 ( 日付 の 正し さ ) は この 関数 で は 検証 さ れ ない,入力 は 整数 として 日 、 月 、 年 の 順 で 受け取ら れる 必要 が ある 。,0.5894641280174255,0.013670263578541062,0.23529411764705882,0.23529411764705882,0.4611
F005,ReadTime,trigger,ユーザーに時間(時・分)の入力を求める必要があるとき,ユーザーが時間の入力を求められる。,ユーザー に 時間 ( 時 ・ 分 ) の 入力 を 求める 必要 が ある とき,ユーザー が 時間 の 入力 を 求め られる 。,0.8686881065368652,0.06484332373239513,0.375,0.4800000000000001,0.6896
F005,ReadTime,action,指定されたメッセージを表示し、時刻(時・分)を標準入力から読み取って構造体に格納する,ユーザーが時間を入力し、関数がその入力を受け取る。,指定 さ れ た メッセージ を 表示 し 、 時刻 ( 時 ・ 分 ) を 標準 入力 から 読み取っ て 構造 体 に 格納 する,ユーザー が 時間 を 入力 し 、 関数 が その 入力 を 受け取る 。,0.6273779273033142,0.016118653455222214,0.16,0.2222222222222222,0.4728
F005,ReadTime,effect,ユーザーが入力した時刻情報を1つの構造体として取得できる,入力された時間がstTime構造体として返される。,ユーザー が 入力 し た 時刻 情報 を 1 つ の 構造 体 として 取得 できる,入力 さ れ た 時間 が stTime 構造 体 として 返さ れる 。,0.6614024639129639,0.0726012648714618,0.375,0.41379310344827586,0.5452
F005,ReadTime,constraint,時間の範囲(例:0〜23時など)の妥当性はこの関数内では検証されない,入力は整数で、時間と分の2つの値を受け取る必要がある。,時間 の 範囲 ( 例 : 0 〜 23 時 など ) の 妥当 性 は この 関数 内 で は 検証 さ れ ない,入力 は 整数 で 、 時間 と 分 の 2 つ の 値 を 受け取る 必要 が ある 。,0.49572253227233887,0.011103198975860576,0.17391304347826086,0.1951219512195122,0.3829
F006,IsDate1BeforeDate2,trigger,2つの日付の前後関係を比較したいとき,2つの日付が関数に渡されたとき,2 つ の 日付 の 前後 関係 を 比較 し たい とき,2 つ の 日付 が 関数 に 渡さ れ た とき,0.8297215104103088,0.22652581507881553,0.45454545454545453,0.45454545454545453,0.6944
F006,IsDate1BeforeDate2,action,年・月・日の順に、Date1 が Date2 より前かどうかを比較する,最初の日付が2番目の日付よりも前であるかを判定する,年 ・ 月 ・ 日 の 順 に 、 Date 1   が   Date 2   より 前 か どう か を 比較 する,最初 の 日付 が 2 番目 の 日付 より も 前 で ある か を 判定 する,0.6416082978248596,0.021488275984548603,0.4,0.4571428571428572,0.5313
F006,IsDate1BeforeDate2,effect,Date1 が Date2 より前なら true、そうでなければ false を返す,最初の日付が2番目の日付よりも前である場合にtrueを返す,Date 1   が   Date 2   より 前 なら   true 、 そう で なけれ ば   false   を 返す,最初 の 日付 が 2 番目 の 日付 より も 前 で ある 場合 に true を 返す,0.6689574718475342,0.02447101445789074,0.47058823529411764,0.48484848484848486,0.5648
F006,IsDate1BeforeDate2,constraint,日付の正当性(存在する日付かどうか)は前提として与えられている必要がある,日付は年、月、日の順に比較される,日付 の 正当 性 ( 存在 する 日付 か どう か ) は 前提 として 与え られ て いる 必要 が ある,日付 は 年 、 月 、 日 の 順 に 比較 さ れる,0.529789388179779,0.010232590214732839,0.15,0.18749999999999997,0.4019
F007,IsTime1BeforeTime2,trigger,2つの時刻の前後関係を比較したいとき,Time1とTime2の時間を比較する必要があるときに関数が呼び出される。,2 つ の 時刻 の 前後 関係 を 比較 し たい とき,Time 1 と Time 2 の 時間 を 比較 する 必要 が ある とき に 関数 が 呼び出さ れる 。,0.7690812349319458,0.02560744480557418,0.45454545454545453,0.3448275862068966,0.6318
F007,IsTime1BeforeTime2,action,時・分の順に、Time1 が Time2 より前かどうかを比較する,Time1の時間(HourとMinute)とTime2の時間を比較する。,時 ・ 分の 順 に 、 Time 1   が   Time 2   より 前 か どう か を 比較 する,Time 1 の 時間 ( Hour と Minute ) と Time 2 の 時間 を 比較 する 。,0.8268609642982483,0.06292112165599094,0.3333333333333333,0.375,0.6518
F007,IsTime1BeforeTime2,effect,Time1 が Time2 より前なら true、そうでなければ false を返す,Time1がTime2よりも前の時間である場合にtrueを返す。,Time 1   が   Time 2   より 前 なら   true 、 そう で なけれ ば   false   を 返す,Time 1 が Time 2 より も 前 の 時間 で ある 場合 に true を 返す 。,0.8270727396011353,0.0348744977550996,0.5882352941176471,0.5882352941176471,0.7001
F007,IsTime1BeforeTime2,constraint,時刻が有効な値として与えられている前提で処理される(例:24時60分などの検証は行わない),Time1とTime2は有効な時間形式である必要がある。,時刻 が 有効 な 値 として 与え られ て いる 前提 で 処理 さ れる ( 例 : 24 時 60 分 など の 検証 は 行わ ない ),Time 1 と Time 2 は 有効 な 時間 形式 で ある 必要 が ある 。,0.5720164179801941,0.014514683729032455,0.1724137931034483,0.23255813953488377,0.4363
F008,ExitScreen,trigger,プログラムの終了時にメッセージを表示したいとき,プログラムの終了時に呼び出される。,プログラム の 終了 時 に メッセージ を 表示 し たい とき,プログラム の 終了 時 に 呼び出さ れる 。,0.8294568657875061,0.355310106137518,0.45454545454545453,0.5263157894736842,0.7071
F008,ExitScreen,action,画面をクリアし、プロジェクト完了のメッセージと作成者情報を装飾付きで表示する,画面をクリアし、終了メッセージと作成者情報を表示する。,画面 を クリア し 、 プロジェクト 完了 の メッセージ と 作成 者 情報 を 装飾 付き で 表示 する,画面 を クリア し 、 終了 メッセージ と 作成 者 情報 を 表示 する 。,0.844203770160675,0.46757901748754266,0.6666666666666666,0.75,0.771
F008,ExitScreen,effect,ユーザーにプログラムが正常に終了したことと開発者情報が伝わる,ユーザーにプログラムの終了と作成者情報を視覚的に通知する。,ユーザー に プログラム が 正常 に 終了 し た こと と 開発 者 情報 が 伝わる,ユーザー に プログラム の 終了 と 作成 者 情報 を 視覚 的 に 通知 する 。,0.8703267574310303,0.08609583710384033,0.5,0.4827586206896552,0.7178
F008,ExitScreen,constraint,表示内容は固定で、動的な変更はできない,表示される情報は固定で、動的に変更されない。,表示 内容 は 固定 で 、 動的 な 変更 は でき ない,表示 さ れる 情報 は 固定 で 、 動的 に 変更 さ れ ない 。,0.9074855446815491,0.27668736912821895,0.7272727272727273,0.64,0.8084
F009,MainMenu,trigger,プログラム起動時に主要な操作をユーザーに選ばせたいとき,ユーザーがメインメニューを開いたときに関数が呼び出されます。,プログラム 起動 時 に 主要 な 操作 を ユーザー に 選ば せ たい とき,ユーザー が メイン メニュー を 開い た とき に 関数 が 呼び出さ れ ます 。,0.6288455128669739,0.018693000799960027,0.3076923076923077,0.29629629629629634,0.5036
F009,MainMenu,action,ユーザー・会議室・予約管理の各サブメニューを選択肢として表示し、対応する処理に遷移させる,ユーザーの選択に基づいて、対応する管理メニューを呼び出します。,ユーザー ・ 会議 室 ・ 予約 管理 の 各 サブ メニュー を 選択肢 として 表示 し 、 対応 する 処理 に 遷移 さ せる,ユーザー の 選択 に 基づい て 、 対応 する 管理 メニュー を 呼び出し ます 。,0.765796959400177,0.05229116030407241,0.391304347826087,0.47368421052631576,0.6195
F009,MainMenu,effect,ユーザーはメニューから目的の管理操作に移動できる,ユーザーは選択した管理メニューにアクセスし、操作を行うことができます。,ユーザー は メニュー から 目的 の 管理 操作 に 移動 できる,ユーザー は 選択 し た 管理 メニュー に アクセス し 、 操作 を 行う こと が でき ます 。,0.8528528213500977,0.028339296176052856,0.5454545454545454,0.41379310344827586,0.7089
F009,MainMenu,constraint,有効な選択肢(1〜4)以外を入力した場合は再入力が求められる,ユーザーの選択は1から4の範囲内でなければなりません。,有効 な 選択肢 ( 1 〜 4 ) 以外 を 入力 し た 場合 は 再 入力 が 求め られる,ユーザー の 選択 は 1 から 4 の 範囲 内 で なけれ ば なり ませ ん 。,0.6550838351249695,0.012689457668763376,0.15789473684210525,0.17142857142857143,0.4914
F010,main,trigger,プログラムが実行されたとき(エントリーポイント),プログラムが開始されるときに関数が呼び出される。,プログラム が 実行 さ れ た とき ( エントリー ポイント ),プログラム が 開始 さ れる とき に 関数 が 呼び出さ れる 。,0.5790830850601196,0.0428361950754725,0.36363636363636365,0.380952380952381,0.4824
F010,main,action,メインメニュー関数 MainMenu を呼び出し、ユーザーの操作を受け付ける,MainMenu関数を実行する。,メイン メニュー 関数   MainMenu   を 呼び出し 、 ユーザー の 操作 を 受け付ける,MainMenu 関数 を 実行 する 。,0.5239271521568298,0.014162677936694859,0.25,0.3333333333333333,0.4182
F010,main,effect,ユーザーによる管理操作ができる状態でプログラムが起動する,メインメニューが表示される。,ユーザー による 管理 操作 が できる 状態 で プログラム が 起動 する,メイン メニュー が 表示 さ れる 。,0.4003555178642273,0.016170365420297903,0.09090909090909091,0.1111111111111111,0.3
F010,main,constraint,メニュー終了後に正常終了コード(0)を返すだけで他の処理は行わない,関数は引数を取らず、戻り値として0を返す。,メニュー 終了 後 に 正常 終了 コード ( 0 ) を 返す だけ で 他 の 処理 は 行わ ない,関数 は 引数 を 取ら ず 、 戻り 値 として 0 を 返す 。,0.3969228267669678,0.02340062524264556,0.21052631578947367,0.25,0.3223
F011,DisplayUserCard,trigger,ユーザー情報を画面に表示したいとき,ユーザー情報を表示する必要があるときに関数が呼び出される。,ユーザー 情報 を 画面 に 表示 し たい とき,ユーザー 情報 を 表示 する 必要 が ある とき に 関数 が 呼び出さ れる 。,0.5897789597511292,0.07779637090949697,0.6666666666666666,0.5217391304347826,0.554
F011,DisplayUserCard,action,指定されたユーザー構造体からID・氏名情報を取り出し、整形して出力する,ユーザーのID、名前、苗字をフォーマットしてコンソールに出力する。,指定 さ れ た ユーザー 構造 体 から ID ・ 氏名 情報 を 取り出し 、 整形 し て 出力 する,ユーザー の ID 、 名前 、 苗字 を フォーマット し て コンソール に 出力 する 。,0.7811561226844788,0.03407106568427488,0.4,0.4571428571428572,0.6302
F011,DisplayUserCard,effect,個別ユーザーの基本情報がコンソール上に見やすく表示される,コンソールにユーザーの情報が整然と表示される。,個別 ユーザー の 基本 情報 が コンソール 上 に 見やすく 表示 さ れる,コンソール に ユーザー の 情報 が 整然と 表示 さ れる 。,0.7527849078178406,0.12173955129903105,0.6923076923076923,0.7500000000000001,0.6776
F011,DisplayUserCard,constraint,引数として有効なユーザー情報が与えられている必要がある(NULLチェックなし),UserPtr型の引数が正しく渡され、ユーザー情報がNULLでないことが前提条件である。,引数 として 有効 な ユーザー 情報 が 与え られ て いる 必要 が ある ( NULL チェック なし ),UserPtr 型 の 引数 が 正しく 渡さ れ 、 ユーザー 情報 が NULL で ない こと が 前提 条件 で ある 。,0.7185962200164795,0.05314049749131566,0.3333333333333333,0.3243243243243243,0.575
F012,ReadUserInfo,trigger,新しいユーザー情報を登録するために、ID・名前をユーザーから取得したいとき,ユーザーがユーザー情報の入力を求められたとき。,新しい ユーザー 情報 を 登録 する ため に 、 ID ・ 名前 を ユーザー から 取得 し たい とき,ユーザー が ユーザー 情報 の 入力 を 求め られ た とき 。,0.7768812775611877,0.025275510917163426,0.23529411764705882,0.2857142857142857,0.5934
F012,ReadUserInfo,action,標準入力からユーザーのID・名・姓を受け取り、構造体に格納する,ユーザーがID、名前、苗字を入力する。,標準 入力 から ユーザー の ID ・ 名 ・ 姓 を 受け取り 、 構造 体 に 格納 する,ユーザー が ID 、 名前 、 苗字 を 入力 する 。,0.6440344452857971,0.015613033855554424,0.35294117647058826,0.4444444444444445,0.523
F012,ReadUserInfo,effect,ユーザー情報構造体が適切に初期化・設定され、後続処理で使用可能となる,入力されたユーザー情報が指定された構造体に格納される。,ユーザー 情報 構造 体 が 適切 に 初期 化 ・ 設定 さ れ 、 後続 処理 で 使用 可能 と なる,入力 さ れ た ユーザー 情報 が 指定 さ れ た 構造 体 に 格納 さ れる 。,0.7895650863647461,0.03599044609848724,0.38095238095238093,0.4571428571428571,0.6325
F012,ReadUserInfo,constraint,構造体のメモリ確保は呼び出し元で事前に行われている前提,IDは0から9999の範囲でなければならない。,構造 体 の メモリ 確保 は 呼び出し 元 で 事前 に 行わ れ て いる 前提,ID は 0 から 9999 の 範囲 で なけれ ば なら ない 。,0.5272695422172546,0.016234136350505617,0.1875,0.20689655172413793,0.4082
F013,SearchUserByFirstName,trigger,ユーザー一覧から、指定した名(First Name)で一致するユーザーを検索したいとき,ユーザーリストから指定された名前を持つユーザーを検索する要求があるとき。,ユーザー 一覧 から 、 指定 し た 名 ( First   Name ) で 一致 する ユーザー を 検索 し たい とき,ユーザー リスト から 指定 さ れ た 名前 を 持つ ユーザー を 検索 する 要求 が ある とき 。,0.8258534073829651,0.05663652003998358,0.4,0.4324324324324324,0.6638
F013,SearchUserByFirstName,action,線形リストを先頭から走査し、名が一致するユーザーが見つかればその情報を表示し、フラグを true に設定する,ユーザーリストを順に走査し、指定された名前と一致するユーザーを探す。,線形 リスト を 先頭 から 走査 し 、 名 が 一致 する ユーザー が 見つかれ ば その 情報 を 表示 し 、 フラグ を   true   に 設定 する,ユーザー リスト を 順に 走査 し 、 指定 さ れ た 名前 と 一致 する ユーザー を 探す 。,0.7548484206199646,0.05558763886990401,0.34782608695652173,0.39999999999999997,0.6035
F013,SearchUserByFirstName,effect,指定された名前に一致するユーザーの情報が表示され、検索結果の有無が呼び出し元で判定できる,一致するユーザーが見つかった場合、そのユーザー情報を表示し、存在フラグを真に設定する。,指定 さ れ た 名前 に 一致 する ユーザー の 情報 が 表示 さ れ 、 検索 結果 の 有無 が 呼び出し 元 で 判定 できる,一致 する ユーザー が 見つかっ た 場合 、 その ユーザー 情報 を 表示 し 、 存在 フラグ を 真に 設定 する 。,0.8362401723861694,0.045810071492341814,0.36363636363636365,0.39999999999999997,0.6627
F013,SearchUserByFirstName,constraint,一致するユーザーが複数いても全件表示され、部分一致には対応していない,ユーザーリストがNULLでないこと、および名前の比較にはstrcmp関数を使用すること。,一致 する ユーザー が 複数 い て も 全 件 表示 さ れ 、 部分 一致 に は 対応 し て い ない,ユーザー リスト が NULL で ない こと 、 および 名前 の 比較 に は strcmp 関数 を 使用 する こと 。,0.6617473363876343,0.024021176907323107,0.35,0.35,0.5356
F014,SearchUserByID,trigger,ユーザーIDを指定して該当ユーザーを検索したいとき,ユーザーリストから特定のIDを持つユーザーを検索する必要があるとき。,ユーザー ID を 指定 し て 該当 ユーザー を 検索 し たい とき,ユーザー リスト から 特定 の ID を 持つ ユーザー を 検索 する 必要 が ある とき 。,0.8546321392059326,0.07786777655685517,0.5,0.4,0.706
F014,SearchUserByID,action,ユーザーリストを先頭から順に走査し、IDが一致するユーザー構造体を見つけて返す,ユーザーリストを先頭から順に走査し、指定されたIDと一致するユーザーを探す。,ユーザー リスト を 先頭 から 順に 走査 し 、 ID が 一致 する ユーザー 構造 体 を 見つけ て 返す,ユーザー リスト を 先頭 から 順に 走査 し 、 指定 さ れ た ID と 一致 する ユーザー を 探す 。,0.8965237736701965,0.46507550803536196,0.6666666666666666,0.6486486486486486,0.8074
F014,SearchUserByID,effect,一致するユーザーが存在すればその情報を取得でき、存在しない場合は NULL が返る,指定されたIDを持つユーザーが見つかった場合、そのユーザーのポインタを返す。,一致 する ユーザー が 存在 すれ ば その 情報 を 取得 でき 、 存在 し ない 場合 は   NULL   が 返る,指定 さ れ た ID を 持つ ユーザー が 見つかっ た 場合 、 その ユーザー の ポインタ を 返す 。,0.7411671876907349,0.02306839528211931,0.3,0.3243243243243243,0.5811
F014,SearchUserByID,constraint,ユーザーリストが空または一致しない場合は NULL を扱う前提で呼び出す必要がある,ユーザーリストがNULLでないこと、およびユーザーIDが一意であること。,ユーザー リスト が 空 または 一致 し ない 場合 は   NULL   を 扱う 前提 で 呼び出す 必要 が ある,ユーザー リスト が NULL で ない こと 、 および ユーザー ID が 一意 で ある こと 。,0.705443263053894,0.0574971090640923,0.3684210526315789,0.4375,0.5732
F015,AddNewUser,trigger,ユーザーリストに新しいユーザーを末尾に追加したいとき,新しいユーザーを追加する必要があるとき。,ユーザー リスト に 新しい ユーザー を 末尾 に 追加 し たい とき,新しい ユーザー を 追加 する 必要 が ある とき 。,0.7717781662940979,0.09717028343213063,0.5,0.5,0.65
F015,AddNewUser,action,リストが空ならそのまま新規ノードを返し、空でない場合は末尾に新しいユーザーを連結する,新しいユーザーを既存のユーザーリストの末尾に追加する。,リスト が 空 なら そのまま 新規 ノード を 返し 、 空 で ない 場合 は 末尾 に 新しい ユーザー を 連結 する,新しい ユーザー を 既存 の ユーザー リスト の 末尾 に 追加 する 。,0.7653691172599792,0.052633238435666994,0.35,0.45161290322580644,0.611
F015,AddNewUser,effect,ユーザーリストが新しいユーザーを含んだ状態に更新される,ユーザーリストの末尾に新しいユーザーが追加される。,ユーザー リスト が 新しい ユーザー を 含ん だ 状態 に 更新 さ れる,ユーザー リスト の 末尾 に 新しい ユーザー が 追加 さ れる 。,0.7596852779388428,0.06168186456860178,0.5833333333333334,0.6086956521739131,0.6546
F015,AddNewUser,constraint,NewUser の構造体は事前に初期化・確保されている必要がある,ユーザーリストがNULLの場合、新しいユーザーがリストの先頭になる。,NewUser   の 構造 体 は 事前 に 初期 化 ・ 確保 さ れ て いる 必要 が ある,ユーザー リスト が NULL の 場合 、 新しい ユーザー が リスト の 先頭 に なる 。,0.5724632740020752,0.013420832028958931,0.15789473684210525,0.1935483870967742,0.4336
F016,DeleteUserByID,trigger,ユーザーIDを指定して対象ユーザーをリストから削除したいとき,関数が呼び出され、削除したいユーザーのIDが指定されたとき。,ユーザー ID を 指定 し て 対象 ユーザー を リスト から 削除 し たい とき,関数 が 呼び出さ れ 、 削除 し たい ユーザー の ID が 指定 さ れ た とき 。,0.7852588891983032,0.06607677554655543,0.5833333333333334,0.5,0.673
F016,DeleteUserByID,action,リストを順に走査し、IDが一致するノードを見つけてリンクを切り、メモリを解放する,リンクリストを走査して、指定されたIDを持つユーザーを見つける。,リスト を 順に 走査 し 、 ID が 一致 する ノード を 見つけ て リンク を 切り 、 メモリ を 解放 する,リンクリスト を 走査 し て 、 指定 さ れ た ID を 持つ ユーザー を 見つける 。,0.8042200207710266,0.025635499024924405,0.35294117647058826,0.37500000000000006,0.6361
F016,DeleteUserByID,effect,指定したユーザーがリストから削除され、新たなリストが返される,指定されたIDを持つユーザーがリンクリストから削除され、メモリが解放される。,指定 し た ユーザー が リスト から 削除 さ れ 、 新た な リスト が 返さ れる,指定 さ れ た ID を 持つ ユーザー が リンクリスト から 削除 さ れ 、 メモリ が 解放 さ れる 。,0.797283947467804,0.21893219730044317,0.6666666666666666,0.625,0.7133
F016,DeleteUserByID,constraint,削除対象のユーザーが存在しない場合の動作は undefined であり、事前確認が推奨される,リンクリストが空でないこと、または指定されたIDが存在すること。,削除 対象 の ユーザー が 存在 し ない 場合 の 動作 は   undefined   で あり 、 事前 確認 が 推奨 さ れる,リンクリスト が 空 で ない こと 、 または 指定 さ れ た ID が 存在 する こと 。,0.5046439170837402,0.022388578268528313,0.2857142857142857,0.3243243243243243,0.4126
F017,AddNewUserScreen,trigger,ユーザー追加メニューを表示し、ユーザーの登録処理を開始したとき,ユーザーが新しいユーザーを追加するための画面を開くとき。,ユーザー 追加 メニュー を 表示 し 、 ユーザー の 登録 処理 を 開始 し た とき,ユーザー が 新しい ユーザー を 追加 する ため の 画面 を 開く とき 。,0.6784665584564209,0.020140540039933073,0.38461538461538464,0.4,0.5539
F017,AddNewUserScreen,action,ユーザー情報を入力・構造体に格納し、既存IDと重複しないかを確認してからリストに追加する,新しいユーザーの情報を入力し、ユーザーリストに追加する。,ユーザー 情報 を 入力 ・ 構造 体 に 格納 し 、 既存 ID と 重複 し ない か を 確認 し て から リスト に 追加 する,新しい ユーザー の 情報 を 入力 し 、 ユーザー リスト に 追加 する 。,0.8182064890861511,0.11624742698003832,0.43478260869565216,0.5555555555555555,0.6713
F017,AddNewUserScreen,effect,新しいユーザーが登録されるか、重複している場合は警告が表示される,新しいユーザーがユーザーリストに追加されるか、既存のIDの場合は追加されない。,新しい ユーザー が 登録 さ れる か 、 重複 し て いる 場合 は 警告 が 表示 さ れる,新しい ユーザー が ユーザー リスト に 追加 さ れる か 、 既存 の ID の 場合 は 追加 さ れ ない 。,0.5979570746421814,0.17894177180728454,0.5625,0.5294117647058824,0.549
F017,AddNewUserScreen,constraint,標準入力から取得したIDが既に存在していた場合は追加せず、同じ画面内で完結する,新しいユーザーのIDが既存のユーザーリストに存在しない場合にのみ追加される。,標準 入力 から 取得 し た ID が 既に 存在 し て い た 場合 は 追加 せ ず 、 同じ 画面 内 で 完結 する,新しい ユーザー の ID が 既存 の ユーザー リスト に 存在 し ない 場合 に のみ 追加 さ れる 。,0.7417445182800293,0.023611887816950176,0.25,0.2926829268292683,0.5716
F018,SearchUserByFirstNameScreen,trigger,ユーザーの名(First Name)による検索画面を表示したとき,ユーザーがファーストネームを入力することを求められたとき。,ユーザー の 名 ( First   Name ) による 検索 画面 を 表示 し た とき,ユーザー が ファースト ネーム を 入力 する こと を 求め られ た とき 。,0.6248407959938049,0.031139497438282805,0.25,0.27586206896551724,0.4905
F018,SearchUserByFirstNameScreen,action,ユーザーに名を入力させ、その名に一致するユーザー情報を検索・表示する,入力されたファーストネームを持つユーザーをリストから検索する。,ユーザー に 名 を 入力 さ せ 、 その 名 に 一致 する ユーザー 情報 を 検索 ・ 表示 する,入力 さ れ た ファースト ネーム を 持つ ユーザー を リスト から 検索 する 。,0.8043121695518494,0.027395151684712585,0.4,0.4137931034482759,0.6458
F018,SearchUserByFirstNameScreen,effect,該当ユーザーがいれば情報が表示され、いなければ『User not Found』が表示される,指定されたファーストネームを持つユーザーが存在するかどうかを確認し、結果を表示する。,該当 ユーザー が いれ ば 情報 が 表示 さ れ 、 い なけれ ば 『 User   not   Found 』 が 表示 さ れる,指定 さ れ た ファースト ネーム を 持つ ユーザー が 存在 する か どう か を 確認 し 、 結果 を 表示 する 。,0.6629732847213745,0.025122013507115185,0.3157894736842105,0.3076923076923077,0.5298
