id,function,mcqa,bleurt,sbc,level
F031,SearchRoomByIDScreen,True,0.7180681228637695,0.6087,L1
F032,DisplayRoomListScreen,True,0.659055769443512,0.520625,L1
F033,DeleteRoomScreen,True,0.6198145747184753,0.6433249999999999,L1
F034,CheckRoomAvailabilityScreen,True,0.8196026086807251,0.631625,L1
F035,RoomManagementMenu,True,0.5827902555465698,0.532875,L1
F036,DisplayReservationCard,True,0.6384073495864868,0.564175,L1
F037,SearchReservationByID,True,0.6883180737495422,0.71895,L1
F038,DeleteReservationByID,True,0.6570945382118225,0.63295,L1
F039,ReadReservationPeriod,True,0.6321477890014648,0.6212,L1
F040,ReadReservationInfo,False,0.6960108280181885,0.592475,L1
F041,AddNewReservation,True,0.7178866863250732,0.675825,L1
F042,AddNewReservationScreen,True,0.5970268249511719,0.590975,L1
F043,DeleteReservationScreen,True,0.7235446572303772,0.603175,L1
F044,DisplayReservationsScreen,True,0.7517864108085632,0.509675,L1
F045,SwapReservationData,True,0.6813721656799316,0.623125,L1
F046,SortReservationsByDate,True,0.633639931678772,0.54185,L1
F047,SortReservationsByDateScreen,True,0.6191724538803101,0.5834,L1
F048,ReservationManagementMenu,True,0.8071534037590027,0.608325,L1
F001,PauseProgram,True,0.7528631687164307,0.567175,L2
F002,ScreenHeader,True,0.5815725922584534,0.543675,L2
F003,ReadIntBetween,True,0.698665976524353,0.5789,L2
F004,ReadDate,True,0.6921120285987854,0.6007,L2
F005,ReadTime,True,0.68693608045578,0.5545,L2
F006,IsDate1BeforeDate2,True,0.8276820778846741,0.595475,L2
F007,IsTime1BeforeTime2,True,0.769795835018158,0.59575,L2
F008,ExitScreen,True,0.3812088966369629,0.69775,L2
F009,MainMenu,True,0.6838333010673523,0.4985,L2
F010,main,True,0.7306050062179565,0.510025,L2
F011,DisplayUserCard,True,0.6052558422088623,0.577875,L2
F012,ReadUserInfo,True,0.5618078708648682,0.5196000000000001,L2
F013,SearchUserByFirstName,True,0.6229366660118103,0.545425,L2
F014,SearchUserByID,False,0.6566759347915649,0.618925,L2
F015,AddNewUser,True,0.7216440439224243,0.620975,L2
F016,DeleteUserByID,True,0.7112476229667664,0.650725,L2
F017,AddNewUserScreen,True,0.6661049723625183,0.636225,L2
F018,SearchUserByFirstNameScreen,True,0.6745641231536865,0.53395,L2
F019,SearchUserByIDScreen,True,0.7361928224563599,0.56065,L2
F020,DisplayUserListScreen,True,0.6604704260826111,0.48945,L2
F021,DeleteUserScreen,False,0.6608473658561707,0.58305,L2
F022,UserManagementMenu,True,0.606774091720581,0.60795,L2
F023,DisplayRoomCard,True,0.7548800706863403,0.6283,L2
F024,ReadRoomInfo,True,0.704532265663147,0.588875,L2
F025,SearchRoomByID,True,0.7051669955253601,0.5084500000000001,L2
F026,AddNewRoom,True,0.6303041577339172,0.676275,L2
F027,SearchRoomByName,True,0.6974071264266968,0.6476500000000001,L2
F028,DeleteRoomByID,True,0.5281084179878235,0.62695,L2
F029,AddNewRoomScreen,True,0.6972628235816956,0.695725,L2
F030,SearchRoomByNameScreen,False,0.7859498858451843,0.53955,L2
F031,SearchRoomByIDScreen,True,0.7233996987342834,0.576525,L2
F032,DisplayRoomListScreen,True,0.6483660340309143,0.6452,L2
F033,DeleteRoomScreen,True,0.6204826235771179,0.637725,L2
F034,CheckRoomAvailabilityScreen,True,0.7707847952842712,0.5796,L2
F035,RoomManagementMenu,True,0.6630160808563232,0.531,L2
F036,DisplayReservationCard,True,0.6322512626647949,0.5593,L2
F037,SearchReservationByID,True,0.6768630146980286,0.62885,L2
F038,DeleteReservationByID,True,0.6247684359550476,0.65125,L2
F039,ReadReservationPeriod,True,0.644635021686554,0.611475,L2
F040,ReadReservationInfo,False,0.6653657555580139,0.59845,L2
F041,AddNewReservation,True,0.7178866863250732,0.674825,L2
F042,AddNewReservationScreen,True,0.6362160444259644,0.633025,L2
F043,DeleteReservationScreen,True,0.6903178691864014,0.616225,L2
F044,DisplayReservationsScreen,True,0.7461381554603577,0.5293,L2
F045,SwapReservationData,True,0.7260295748710632,0.579725,L2
F046,SortReservationsByDate,True,0.6837038993835449,0.565175,L2
F047,SortReservationsByDateScreen,True,0.6356226801872253,0.5292250000000001,L2
F048,ReservationManagementMenu,True,0.783691942691803,0.5712,L2
F001,PauseProgram,True,0.7532466053962708,0.554025,L3
F002,ScreenHeader,True,0.6694204807281494,0.601075,L3
F003,ReadIntBetween,True,0.7089946269989014,0.65695,L3
F004,ReadDate,True,0.6921120285987854,0.620225,L3
F005,ReadTime,True,0.707240104675293,0.5448,L3
F006,IsDate1BeforeDate2,True,0.921772301197052,0.5587,L3
F007,IsTime1BeforeTime2,True,0.7187062501907349,0.575875,L3
F008,ExitScreen,True,0.2663719058036804,0.7666999999999999,L3
F009,MainMenu,True,0.6536100506782532,0.550275,L3
F010,main,True,0.5454972982406616,0.46962499999999996,L3
F011,DisplayUserCard,True,0.7342453598976135,0.57095,L3
F012,ReadUserInfo,True,0.5545076727867126,0.51835,L3
F013,SearchUserByFirstName,True,0.6280341148376465,0.58045,L3
F014,SearchUserByID,False,0.7880910038948059,0.6348,L3
F015,AddNewUser,True,0.7519711256027222,0.606525,L3
F016,DeleteUserByID,True,0.5930961966514587,0.552725,L3
F017,AddNewUserScreen,True,0.6749063730239868,0.5751499999999999,L3
F018,SearchUserByFirstNameScreen,True,0.7299349308013916,0.5715749999999999,L3
F019,SearchUserByIDScreen,True,0.7495797276496887,0.5785,L3
F020,DisplayUserListScreen,True,0.5710643529891968,0.498525,L3
F021,DeleteUserScreen,False,0.6924397945404053,0.640825,L3
F022,UserManagementMenu,True,0.5946468710899353,0.6099,L3
F023,DisplayRoomCard,True,0.7548800706863403,0.6588499999999999,L3
F024,ReadRoomInfo,True,0.7171787023544312,0.6161,L3
F025,SearchRoomByID,True,0.7069981098175049,0.5447500000000001,L3
F026,AddNewRoom,True,0.7439648509025574,0.6681,L3
F027,SearchRoomByName,True,0.8219447731971741,0.6860499999999999,L3
F028,DeleteRoomByID,True,0.5559340715408325,0.6297,L3
F029,AddNewRoomScreen,True,0.6774258017539978,0.69425,L3
F030,SearchRoomByNameScreen,False,0.7369173765182495,0.535675,L3
F031,SearchRoomByIDScreen,True,0.744940996170044,0.619975,L3
F032,DisplayRoomListScreen,True,0.6374486088752747,0.6239,L3
F033,DeleteRoomScreen,True,0.6143003702163696,0.652925,L3
F034,CheckRoomAvailabilityScreen,True,0.7707847952842712,0.625775,L3
F035,RoomManagementMenu,True,0.6630160808563232,0.52965,L3
F036,DisplayReservationCard,True,0.6231205463409424,0.5551,L3
F037,SearchReservationByID,True,0.6193363070487976,0.611575,L3
F038,DeleteReservationByID,True,0.6718358397483826,0.645875,L3
F039,ReadReservationPeriod,True,0.644635021686554,0.6279750000000001,L3
F040,ReadReservationInfo,False,0.6705747246742249,0.5683,L3
F041,AddNewReservation,True,0.7747122645378113,0.719075,L3
F042,AddNewReservationScreen,True,0.6428374648094177,0.61075,L3
F043,DeleteReservationScreen,True,0.6498906016349792,0.5524249999999999,L3
F044,DisplayReservationsScreen,True,0.7461381554603577,0.540925,L3
F045,SwapReservationData,True,0.6575778126716614,0.65,L3
F046,SortReservationsByDate,True,0.673505961894989,0.582675,L3
F047,SortReservationsByDateScreen,True,0.6530698537826538,0.5295,L3
F048,ReservationManagementMenu,True,0.7894760966300964,0.5687,L3
F001,PauseProgram,True,0.7528631687164307,0.558275,L4
F002,ScreenHeader,True,0.6694204807281494,0.539175,L4
F003,ReadIntBetween,True,0.7526683211326599,0.624525,L4
F004,ReadDate,True,0.6921120285987854,0.6196,L4
F005,ReadTime,True,0.7953158020973206,0.539325,L4
F006,IsDate1BeforeDate2,True,0.921772301197052,0.611075,L4
F007,IsTime1BeforeTime2,True,0.7386215925216675,0.543375,L4
F008,ExitScreen,True,0.3607115149497986,0.687125,L4
F009,MainMenu,True,0.6741575598716736,0.541675,L4
F010,main,True,0.5691762566566467,0.474,L4
F011,DisplayUserCard,True,0.6895338296890259,0.54295,L4
F012,ReadUserInfo,True,0.6089613437652588,0.510025,L4
F013,SearchUserByFirstName,True,0.6289709210395813,0.597375,L4
F014,SearchUserByID,False,0.7757753729820251,0.6493,L4
F015,AddNewUser,True,0.7539563775062561,0.604975,L4
F016,DeleteUserByID,True,0.7697317600250244,0.6434,L4
F017,AddNewUserScreen,True,0.6757726669311523,0.58535,L4
F018,SearchUserByFirstNameScreen,True,0.6243560910224915,0.57695,L4
F019,SearchUserByIDScreen,True,0.7420676946640015,0.57755,L4
F020,DisplayUserListScreen,True,0.6238337755203247,0.543925,L4
F021,DeleteUserScreen,False,0.6606370210647583,0.6648499999999999,L4
F022,UserManagementMenu,True,0.6190287470817566,0.485875,L4
F023,DisplayRoomCard,True,0.7548800706863403,0.700725,L4
F024,ReadRoomInfo,True,0.7036749720573425,0.596325,L4
F025,SearchRoomByID,True,0.784324586391449,0.53515,L4
F026,AddNewRoom,True,0.7439648509025574,0.6638000000000001,L4
F027,SearchRoomByName,True,0.7174639701843262,0.683025,L4
F028,DeleteRoomByID,True,0.6209774017333984,0.654275,L4
F029,AddNewRoomScreen,True,0.6174498796463013,0.6851750000000001,L4
F030,SearchRoomByNameScreen,False,0.6857118010520935,0.5614,L4
F031,SearchRoomByIDScreen,True,0.724776566028595,0.619975,L4
F032,DisplayRoomListScreen,True,0.6580695509910583,0.583275,L4
F033,DeleteRoomScreen,True,0.6292072534561157,0.650025,L4
F034,CheckRoomAvailabilityScreen,True,0.7778339982032776,0.663575,L4
F035,RoomManagementMenu,True,0.6630160808563232,0.58965,L4
F036,DisplayReservationCard,True,0.584117591381073,0.52905,L4
F037,SearchReservationByID,True,0.5979358553886414,0.6761,L4
F038,DeleteReservationByID,True,0.6649108529090881,0.66225,L4
F039,ReadReservationPeriod,True,0.6828715205192566,0.57315,L4
F040,ReadReservationInfo,False,0.6414632797241211,0.5811,L4
F041,AddNewReservation,True,0.8278945088386536,0.740275,L4
F042,AddNewReservationScreen,True,0.6535812020301819,0.580025,L4
F043,DeleteReservationScreen,True,0.6498906016349792,0.60145,L4
F044,DisplayReservationsScreen,True,0.7167559266090393,0.55425,L4
F045,SwapReservationData,True,0.6575778126716614,0.630675,L4
F046,SortReservationsByDate,True,0.6611565947532654,0.58555,L4
F047,SortReservationsByDateScreen,True,0.6202754974365234,0.4724,L4
F048,ReservationManagementMenu,True,0.6862425208091736,0.6059,L4
F001,PauseProgram,True,0.7528631687164307,0.54345,L5
F002,ScreenHeader,True,0.6694204807281494,0.556775,L5
F003,ReadIntBetween,True,0.7526683211326599,0.635575,L5
F004,ReadDate,True,0.6921120285987854,0.62195,L5
F005,ReadTime,True,0.707240104675293,0.553925,L5
F006,IsDate1BeforeDate2,True,0.921772301197052,0.628525,L5
F007,IsTime1BeforeTime2,True,0.7386215925216675,0.572925,L5
F008,ExitScreen,True,0.3345218598842621,0.629275,L5
F009,MainMenu,True,0.6592161655426025,0.6099,L5
F010,main,True,0.5356452465057373,0.45247499999999996,L5
F011,DisplayUserCard,True,0.7063522934913635,0.5597,L5
F012,ReadUserInfo,True,0.586836040019989,0.591975,L5
F013,SearchUserByFirstName,True,0.6109505891799927,0.6103,L5
F014,SearchUserByID,False,0.7930322289466858,0.6399,L5
F015,AddNewUser,True,0.7539563775062561,0.5986,L5
F016,DeleteUserByID,True,0.7746157646179199,0.695175,L5
F017,AddNewUserScreen,True,0.7038771510124207,0.57735,L5
F018,SearchUserByFirstNameScreen,True,0.6772484183311462,0.587475,L5
F019,SearchUserByIDScreen,True,0.7420676946640015,0.57755,L5
F020,DisplayUserListScreen,True,0.6238337755203247,0.543175,L5
F021,DeleteUserScreen,False,0.6797784566879272,0.6481,L5
F022,UserManagementMenu,True,0.6190287470817566,0.6469,L5
F023,DisplayRoomCard,True,0.7750260233879089,0.64355,L5
F024,ReadRoomInfo,True,0.7036749720573425,0.62475,L5
F025,SearchRoomByID,True,0.7270646691322327,0.572875,L5
F026,AddNewRoom,True,0.7083199620246887,0.6795,L5
F027,SearchRoomByName,True,0.7174639701843262,0.6609499999999999,L5
F028,DeleteRoomByID,True,0.6430333852767944,0.648625,L5
F029,AddNewRoomScreen,True,0.6380388140678406,0.6957500000000001,L5
F030,SearchRoomByNameScreen,False,0.6676701307296753,0.5507,L5
F031,SearchRoomByIDScreen,True,0.7331212162971497,0.5994,L5
F032,DisplayRoomListScreen,True,0.643281877040863,0.59645,L5
F033,DeleteRoomScreen,True,0.6183232665061951,0.59965,L5
F034,CheckRoomAvailabilityScreen,True,0.7901501059532166,0.664275,L5
F035,RoomManagementMenu,True,0.678659975528717,0.58755,L5
F036,DisplayReservationCard,True,0.465548038482666,0.501875,L5
F037,SearchReservationByID,True,0.6925938725471497,0.6445000000000001,L5
F038,DeleteReservationByID,True,0.6649108529090881,0.6668000000000001,L5
F039,ReadReservationPeriod,True,0.6918246746063232,0.576875,L5
F040,ReadReservationInfo,False,0.655858039855957,0.584325,L5
F041,AddNewReservation,True,0.8278945088386536,0.6995750000000001,L5
F042,AddNewReservationScreen,True,0.5572549104690552,0.578,L5
F043,DeleteReservationScreen,True,0.6498906016349792,0.57665,L5
F044,DisplayReservationsScreen,True,0.7461381554603577,0.58465,L5
F045,SwapReservationData,True,0.6575778126716614,0.6858,L5
F046,SortReservationsByDate,True,0.6151442527770996,0.5563,L5
F047,SortReservationsByDateScreen,True,0.6202754974365234,0.488175,L5
F048,ReservationManagementMenu,True,0.6769946813583374,0.60225,L5
F001,PauseProgram,True,0.7528631687164307,0.545725,L6
F002,ScreenHeader,True,0.6154708862304688,0.575825,L6
F003,ReadIntBetween,True,0.7526683211326599,0.633475,L6
F004,ReadDate,True,0.6921120285987854,0.64905,L6
F005,ReadTime,True,0.707240104675293,0.553925,L6
F006,IsDate1BeforeDate2,True,0.921772301197052,0.6329,L6
F007,IsTime1BeforeTime2,True,0.7766628265380859,0.62595,L6
F008,ExitScreen,True,0.2161741852760315,0.6348,L6
F009,MainMenu,True,0.6741575598716736,0.59995,L6
F010,main,True,0.5815091729164124,0.45247499999999996,L6
F011,DisplayUserCard,True,0.6964111328125,0.604875,L6
F012,ReadUserInfo,True,0.6283655762672424,0.605925,L6
F013,SearchUserByFirstName,True,0.6012045741081238,0.609775,L6
F014,SearchUserByID,False,0.7269055843353271,0.64095,L6
F015,AddNewUser,True,0.6870722770690918,0.616675,L6
F016,DeleteUserByID,True,0.891349196434021,0.695175,L6
F017,AddNewUserScreen,True,0.7075653076171875,0.596075,L6
F018,SearchUserByFirstNameScreen,True,0.7000141143798828,0.58915,L6
F019,SearchUserByIDScreen,True,0.7170752882957458,0.60375,L6
F020,DisplayUserListScreen,True,0.6238337755203247,0.536925,L6
F021,DeleteUserScreen,False,0.654798150062561,0.667775,L6
F022,UserManagementMenu,True,0.6784471273422241,0.6219,L6
F023,DisplayRoomCard,True,0.7548800706863403,0.63515,L6
F024,ReadRoomInfo,True,0.7013070583343506,0.641,L6
F025,SearchRoomByID,True,0.7069981098175049,0.56485,L6
F026,AddNewRoom,True,0.6555097103118896,0.66765,L6
F027,SearchRoomByName,True,0.7637741565704346,0.691875,L6
F028,DeleteRoomByID,True,0.6507136225700378,0.674625,L6
F029,AddNewRoomScreen,True,0.6121953725814819,0.6957500000000001,L6
F030,SearchRoomByNameScreen,False,0.7014046907424927,0.5461499999999999,L6
F031,SearchRoomByIDScreen,True,0.7265224456787109,0.674875,L6
F032,DisplayRoomListScreen,True,0.6125488877296448,0.616575,L6
F033,DeleteRoomScreen,True,0.702855110168457,0.607375,L6
F034,CheckRoomAvailabilityScreen,True,0.7940478920936584,0.6585,L6
F035,RoomManagementMenu,True,0.6382899284362793,0.58175,L6
F036,DisplayReservationCard,True,0.6043902039527893,0.5502,L6
F037,SearchReservationByID,True,0.7227228879928589,0.6554,L6
F038,DeleteReservationByID,True,0.6493876576423645,0.67865,L6
F039,ReadReservationPeriod,True,0.7235189080238342,0.634575,L6
F040,ReadReservationInfo,False,0.7117749452590942,0.5781499999999999,L6
F041,AddNewReservation,True,0.6900913715362549,0.75805,L6
F042,AddNewReservationScreen,True,0.6240296363830566,0.587525,L6
F043,DeleteReservationScreen,True,0.6498906016349792,0.624525,L6
F044,DisplayReservationsScreen,True,0.72537761926651,0.611475,L6
F045,SwapReservationData,True,0.6906765103340149,0.6540250000000001,L6
F046,SortReservationsByDate,True,0.6059218645095825,0.566325,L6
F047,SortReservationsByDateScreen,True,0.6202754974365234,0.5529,L6
F048,ReservationManagementMenu,True,0.7660420536994934,0.6274,L6
F001,PauseProgram,True,0.7528631687164307,0.55705,L7
F002,ScreenHeader,True,0.6154708862304688,0.562975,L7
F003,ReadIntBetween,True,0.7526683211326599,0.604525,L7
F004,ReadDate,True,0.6770605444908142,0.64905,L7
F005,ReadTime,True,0.6955781579017639,0.551925,L7
F006,IsDate1BeforeDate2,True,0.921772301197052,0.5722,L7
F007,IsTime1BeforeTime2,True,0.7386215925216675,0.62595,L7
F008,ExitScreen,True,0.3468471467494964,0.63095,L7
F009,MainMenu,True,0.6741575598716736,0.59995,L7
F010,main,True,0.5957633852958679,0.45947499999999997,L7
F011,DisplayUserCard,True,0.7403437495231628,0.604875,L7
F012,ReadUserInfo,True,0.6195682883262634,0.633025,L7
F013,SearchUserByFirstName,True,0.6540167331695557,0.6045,L7
F014,SearchUserByID,False,0.75617915391922,0.6657,L7
F015,AddNewUser,True,0.69059818983078,0.60985,L7
F016,DeleteUserByID,True,0.8596414923667908,0.71225,L7
F017,AddNewUserScreen,True,0.670178234577179,0.597575,L7
F018,SearchUserByFirstNameScreen,True,0.7005132436752319,0.587625,L7
F019,SearchUserByIDScreen,True,0.7420676946640015,0.597175,L7
F020,DisplayUserListScreen,True,0.6266569495201111,0.536925,L7
F021,DeleteUserScreen,False,0.6367313265800476,0.6648499999999999,L7
F022,UserManagementMenu,True,0.6810393929481506,0.616825,L7
F023,DisplayRoomCard,True,0.801415741443634,0.666275,L7
F024,ReadRoomInfo,True,0.5433943867683411,0.626225,L7
F025,SearchRoomByID,True,0.7496760487556458,0.55135,L7
F026,AddNewRoom,True,0.6303041577339172,0.67045,L7
F027,SearchRoomByName,True,0.8107511401176453,0.69545,L7
F028,DeleteRoomByID,True,0.7623080611228943,0.6652,L7
F029,AddNewRoomScreen,True,0.5871965885162354,0.6957500000000001,L7
F030,SearchRoomByNameScreen,True,0.6827729940414429,0.536475,L7
F031,SearchRoomByIDScreen,True,0.7044538855552673,0.619975,L7
F032,DisplayRoomListScreen,True,0.6452667713165283,0.611625,L7
F033,DeleteRoomScreen,True,0.5982308983802795,0.609925,L7
F034,CheckRoomAvailabilityScreen,True,0.7635568380355835,0.664275,L7
F035,RoomManagementMenu,True,0.6643209457397461,0.561125,L7
F036,DisplayReservationCard,True,0.6043902039527893,0.5502,L7
F037,SearchReservationByID,True,0.7013939619064331,0.6607000000000001,L7
F038,DeleteReservationByID,True,0.6470699310302734,0.6792,L7
F039,ReadReservationPeriod,True,0.6218470335006714,0.54415,L7
F040,ReadReservationInfo,False,0.692812979221344,0.575025,L7
F041,AddNewReservation,True,0.6993736028671265,0.75485,L7
F042,AddNewReservationScreen,True,0.5678321123123169,0.602275,L7
F043,DeleteReservationScreen,True,0.6450222730636597,0.619625,L7
F044,DisplayReservationsScreen,True,0.7208341360092163,0.605975,L7
F045,SwapReservationData,True,0.6432329416275024,0.548,L7
F046,SortReservationsByDate,True,0.6023842096328735,0.563575,L7
F047,SortReservationsByDateScreen,True,0.6202754974365234,0.606325,L7
F048,ReservationManagementMenu,True,0.7674478888511658,0.619475,L7
