id,function,bleurt,ref,hyp
F011,DisplayUserCard,0.7227318286895752,指定されたユーザー情報（ID、名前、姓）をフォーマットされた形でコンソールに表示する関数です。,`DisplayUserCard` 関数は、ユーザーのID、名前、苗字をフォーマットされた形でコンソールに表示することを目的としています。
F012,ReadUserInfo,0.5276731252670288,この関数は、ユーザーのID、名前、姓を標準入力から取得し、指定されたユーザー情報構造体に格納します。IDは0から9999の範囲で整数として読み取られ、次のユーザー情報へのポインタはNULLに初期化されます。,`ReadUserInfo` 関数は、ユーザーのID、名前、苗字を入力し、`UserPtr` 構造体に格納するためのものです。
F013,SearchUserByFirstName,0.7182034850120544,与えられたユーザーリストから指定された名前と一致するユーザーを検索し、該当するユーザーが存在する場合はそのユーザー情報を表示し、存在フラグを更新します。,`SearchUserByFirstName` 関数は、ユーザーリストから指定された名前と一致するユーザーを検索し、見つかった場合はそのユーザー情報を表示し、存在フラグを更新します。
F014,SearchUserByID,0.6258586049079895,この関数は、ユーザーのリストを線形に探索し、指定されたIDを持つユーザーを見つけてそのポインタを返します。見つからない場合はNULLを返します。,`SearchUserByID` 関数は、ユーザーリストから指定されたIDを持つユーザーを検索し、そのユーザーのポインタを返すことを目的としています。
F015,AddNewUser,0.6377187371253967,この関数は、新しいユーザーを既存のユーザーリストの末尾に追加し、更新されたユーザーリストを返します。ユーザーリストが空の場合は、新しいユーザーをリストの先頭として設定します。,`AddNewUser` 関数は、新しいユーザーを既存のユーザーリストの末尾に追加することを目的としています。
F016,DeleteUserByID,0.7385340332984924,指定されたIDを持つユーザーをリンクリストから削除し、更新されたリストを返す関数です。,`DeleteUserByID` 関数は、指定されたIDを持つユーザーをユーザーリストから削除し、更新されたリストを返します。
F017,AddNewUserScreen,0.5160927176475525,この関数は、新しいユーザー情報を入力し、ユーザーリストに追加する処理を行います。既存のユーザーIDと重複がない場合にのみ追加し、重複がある場合はその旨を通知します。,`AddNewUserScreen` 関数は、新しいユーザー情報を入力し、ユーザーリストに追加するが、既に存在するユーザーIDの場合は追加を行わない。
F018,SearchUserByFirstNameScreen,0.7795334458351135,この関数は、ユーザーリストから指定された名前でユーザーを検索し、見つからなかった場合には「ユーザーが見つからない」と表示する画面を提供します。,この関数は、ユーザーリストから指定された名前のユーザーを検索し、存在しない場合はその旨を表示する画面を提供します。
F019,SearchUserByIDScreen,0.5939479470252991,この関数は、ユーザーリストから指定されたIDのユーザーを検索し、見つかった場合はそのユーザーの情報を表示し、見つからなかった場合は「ユーザーが見つからない」と表示します。,`SearchUserByIDScreen` 関数は、ユーザーにIDを入力させ、そのIDに基づいてユーザーを検索し、見つかった場合はユーザー情報を表示する画面を提供します。
F020,DisplayUserListScreen,0.6758303642272949,この関数は、ユーザーのリストを画面に表示し、リストが空の場合はその旨を通知します。リスト内の各ユーザーについては、個別のユーザーカードを表示し、処理の最後にプログラムを一時停止します。,この関数は、ユーザーリストを画面に表示し、リストが空の場合はその旨を通知する機能を持っています。
F021,DeleteUserScreen,0.5418350100517273,この関数は、ユーザーIDを入力して該当するユーザーを検索し、確認後にそのユーザーを削除する処理を行います。ユーザーが見つからない場合はエラーメッセージを表示し、削除が成功した場合は成功メッセージを表示します。,`DeleteUserScreen` 関数は、ユーザーリストから指定されたIDのユーザーを削除するためのインターフェースを提供します。
F022,UserManagementMenu,0.6359127163887024,この関数は、ユーザー管理メニューを表示し、ユーザーの追加、名前やIDによる検索、ユーザー一覧の表示、ユーザーの削除といった操作を選択して実行できるインターフェースを提供します。ユーザーが「メインメニュー」を選択するまでループを続けます。,この関数は、ユーザーの追加、検索、表示、削除を行うためのユーザー管理メニューを提供します。
F023,DisplayRoomCard,0.7336033582687378,この関数は、指定された部屋のID、名前、予約状況、および予約されている場合はその日付と時間をフォーマットしてコンソールに表示します。,この関数は、指定された部屋のID、名前、予約状況、および予約されている場合はその日時を表示します。
F024,ReadRoomInfo,0.6175124645233154,この関数は、ユーザーから部屋のIDと名前を入力させ、それをRoomInfo構造体に格納し、初期状態として予約されていないことを示すフラグを設定し、次の部屋情報へのポインタをNULLに初期化します。,`ReadRoomInfo` 関数は、ユーザーから部屋のIDと名前を入力させ、それを指定された `RoomPtr` 構造体に格納し、初期状態として予約されていないことを示すフラグを設定する。
F025,SearchRoomByID,0.699673056602478,この関数は、リンクリスト形式で管理されている部屋のリストから指定されたIDを持つ部屋を検索し、その部屋のポインタを返します。指定されたIDの部屋が見つからない場合はNULLを返します。,`SearchRoomByID` 関数は、リンクリスト形式で保持されている部屋のリストから指定されたIDを持つ部屋を検索し、その部屋へのポインタを返すことを目的としています。
F026,AddNewRoom,0.6499652862548828,この関数は、新しい部屋（NewRoom）を既存の部屋リスト（RoomList）の末尾に追加し、更新された部屋リストを返します。リストが空の場合は、新しい部屋をリストの先頭として返します。,`AddNewRoom` 関数は、新しい部屋を既存の部屋リストの末尾に追加するためのものです。
F027,SearchRoomByName,0.7447295784950256,指定された名前を持つ部屋がリスト内に存在するかを検索し、見つかった場合はその部屋の情報を表示し、存在フラグを更新します。,`SearchRoomByName` 関数は、指定された名前を持つ部屋をリストから検索し、見つかった場合はその部屋の情報を表示し、存在フラグを更新します。
F028,DeleteRoomByID,0.7793319821357727,指定されたIDを持つ部屋をリンクリストから削除し、更新されたリストを返す関数です。,`DeleteRoomByID` 関数は、指定されたIDを持つ部屋をリンクリストから削除し、更新されたリストを返します。
F029,AddNewRoomScreen,0.6281148195266724,この関数は、新しい部屋の情報を入力し、既存のリストに同じIDの部屋が存在しない場合にその部屋を追加する機能を提供します。既に同じIDの部屋が存在する場合は、追加せずにその旨を表示します。,`AddNewRoomScreen` 関数は、新しい部屋の情報を入力し、既存の部屋リストにその部屋が存在しない場合に追加する機能を提供します。
F030,SearchRoomByNameScreen,0.7456150650978088,この関数は、ユーザーに部屋の名前を入力させ、その名前に一致する部屋がリスト内に存在するかを検索し、存在しない場合は「部屋が見つからない」と表示します。,この関数は、ユーザーに部屋の名前を入力させ、その名前に一致する部屋がリストに存在するかを検索し、結果を表示するための画面を表示します。
F031,SearchRoomByIDScreen,0.8189159631729126,この関数は、ユーザーに部屋のIDを入力させ、そのIDに対応する部屋をリストから検索し、見つかった場合は部屋の情報を表示し、見つからない場合はその旨を通知します。,この関数は、ユーザーに部屋のIDを入力させ、そのIDに基づいて部屋を検索し、見つかった場合は部屋の情報を表示し、見つからなかった場合はその旨を通知する機能を提供します。
F032,DisplayRoomListScreen,0.6940441131591797,この関数は、与えられた部屋のリストを画面に表示し、リストが空の場合はその旨を通知します。リスト内の各部屋については、詳細情報を個別に表示し、処理の最後にプログラムを一時停止します。,この関数は、与えられた部屋のリストを画面に表示し、リストが空の場合はその旨を通知する機能を持っています。
F033,DeleteRoomScreen,0.6725260615348816,この関数は、ユーザーに部屋のIDを入力させ、そのIDに対応する部屋が存在する場合は削除するかどうかを確認し、ユーザーが削除を選択した場合にその部屋を削除する機能を提供します。部屋が見つからない場合や削除が完了した場合には、それぞれ適切なメッセージを表示します。,`DeleteRoomScreen` 関数は、ユーザーに部屋のIDを入力させ、そのIDに対応する部屋が存在する場合は削除するかどうかを確認し、削除する選択をした場合はその部屋を削除する機能を提供します。
F034,CheckRoomAvailabilityScreen,0.6778835654258728,この関数は、部屋の空き状況を名前またはIDで検索するための画面を表示し、ユーザーの選択に応じて適切な検索処理を呼び出します。,`CheckRoomAvailabilityScreen` 関数は、ユーザーに部屋の空き状況を名前またはIDで確認する方法を選択させ、その選択に基づいて適切な検索画面を表示します。
F035,RoomManagementMenu,0.62764573097229,この関数は、部屋の管理メニューを表示し、ユーザーの選択に応じて新しい部屋の追加、名前やIDによる検索、部屋一覧の表示、部屋の削除、部屋の空き状況の確認を行う機能を提供します。ユーザーがメインメニューを選択するまでループを続けます。,`RoomManagementMenu` 関数は、部屋の追加、検索、表示、削除、空室確認などの操作を行うためのメニューを表示し、ユーザーの選択に応じて適切な処理を実行する。
F036,DisplayReservationCard,0.640709400177002,この関数は、予約情報を受け取り、その詳細（ID、ユーザーID、部屋ID、日付、開始時間と終了時間）をフォーマットしてコンソールに表示します。,`DisplayReservationCard` 関数は、予約情報をフォーマットしてコンソールに表示するための関数です。
F037,SearchReservationByID,0.7364717125892639,与えられた予約リストから指定されたIDを持つ予約を検索し、見つかった場合はその予約へのポインタを返します。見つからない場合はNULLを返します。,`SearchReservationByID` 関数は、予約リストから指定されたIDに一致する予約を検索し、その予約が見つかった場合はその予約へのポインタを返し、見つからない場合はNULLを返します。
F038,DeleteReservationByID,0.6800585985183716,この関数は、予約リストから指定されたIDの予約を削除し、更新された予約リストを返します。リストの先頭から順にIDを検索し、該当する予約を見つけた場合はそのメモリを解放してリストを再構築します。,指定されたIDを持つ予約を予約リストから削除し、更新されたリストを返す関数です。
F039,ReadReservationPeriod,0.5608456134796143,この関数は、予約情報を入力し、その情報を指定された予約構造体と部屋構造体に格納して、部屋の予約状態を更新します。,`ReadReservationPeriod` 関数は、予約情報と部屋情報のポインタを受け取り、ユーザーから予約の日付と開始・終了時刻を入力させ、それらの情報を予約情報と部屋情報に設定し、部屋を予約済み状態にする。
F040,ReadReservationInfo,0.6613224148750305,この関数は、予約情報を入力し、既存の予約やユーザー、部屋の情報と照合して新しい予約を作成するためのもので、重複する予約IDや無効なユーザーID、予約済みの部屋が選択されないように入力をチェックします。,`ReadReservationInfo` 関数は、予約情報を入力し、重複しない予約ID、存在するユーザーID、および利用可能な部屋IDを確認して予約情報を設定することを目的としています。
F041,AddNewReservation,0.6993736028671265,この関数は、新しい予約を既存の予約リストの末尾に追加し、更新された予約リストを返します。リストが空の場合は、新しい予約をそのまま返します。,新しい予約を既存の予約リストの末尾に追加する関数です。
F042,AddNewReservationScreen,0.5601581931114197,この関数は、新しい予約情報を入力し、予約リストに追加する機能を提供します。ユーザーと部屋の情報を参照しながら新規予約を作成し、成功メッセージを表示した後、プログラムを一時停止します。,この関数は、新しい予約情報を入力し、予約リストに追加するための画面を表示します。
F043,DeleteReservationScreen,0.6591009497642517,この関数は、ユーザーに予約IDを入力させ、そのIDに対応する予約が存在する場合は詳細を表示し、ユーザーの確認を得た上でその予約を削除し、関連する部屋の予約状態を更新します。予約が見つからない場合はその旨を通知します。,`DeleteReservationScreen` 関数は、ユーザーに予約IDを入力させ、そのIDに対応する予約が存在する場合は確認の上でその予約を削除し、関連する部屋の予約状態を更新する機能を提供します。
F044,DisplayReservationsScreen,0.7514436841011047,この関数は、予約リストを画面に表示し、リストが空の場合はその旨を通知し、リストが存在する場合は各予約の詳細を順に表示します。,この関数は、予約リストを画面に表示し、リストが空の場合はその旨を通知する機能を持っています。
F045,SwapReservationData,0.6930189728736877,この関数は、2つの予約データ構造体の全てのフィールドを入れ替えることで、予約情報を交換します。,この関数は、2つの予約データ構造体の内容を入れ替えることを目的としています。
F046,SortReservationsByDate,0.6175042390823364,この関数は、予約リストを日付順に並べ替えるために、リスト内の予約データを比較し、必要に応じてデータを交換することで、予約リストを昇順にソートします。,この関数は、予約リストを日付順に並べ替えることを目的としています。
F047,SortReservationsByDateScreen,0.6317286491394043,この関数は、予約のリストを日付順にソートし、ソートが成功したことをユーザーに通知する画面を表示します。リストが空の場合は、その旨を表示します。,この関数は、予約リストを日付順にソートし、結果を画面に表示することを目的としています。
F048,ReservationManagementMenu,0.7365686297416687,この関数は、予約管理メニューを表示し、ユーザーの選択に応じて新規予約の追加、予約の削除、予約一覧の表示、予約の日時順ソートを行う機能を提供します。,`ReservationManagementMenu` 関数は、予約の追加、削除、表示、日付順のソートを行うためのメニューを表示し、ユーザーの選択に応じて適切な操作を実行する機能を提供します。
